customer_id,customer_city,customer_region,signup_date,acquisition_channel
cust_00998,Bhopal,Central,2024-06-12,affiliate
cust_00999,Hyderabad,South,2025-02-14,social
cust_01000,Chandigarh,North,2025-04-16,email
cust_01001,Bengaluru,South,2025-10-02,organic
cust_01002,Lucknow,North,2024-02-17,paid_search
cust_01003,Chandigarh,North,2024-08-16,organic
cust_01004,Guwahati,East,2024-07-04,organic
cust_01005,Chennai,South,2025-02-09,social
cust_01006,Raipur,Central,2025-01-08,organic
cust_01007,Chennai,South,2025-09-06,paid_search
cust_01008,Mumbai,West,2025-10-05,social
cust_01009,Bengaluru,South,2025-06-25,organic
cust_01010,Bhubaneswar,East,2024-05-19,paid_search
cust_01011,Bhubaneswar,East,2024-01-29,social
cust_01012,Hyderabad,South,2025-09-21,email
cust_01013,Nagpur,Central,2025-10-21,organic
cust_01014,Hyderabad,South,2024-06-24,affiliate
cust_01015,Delhi,North,2024-02-02,email
cust_01016,Bhubaneswar,East,2025-04-21,social
cust_01017,Ahmedabad,West,2025-02-16,paid_search
cust_01018,Delhi,North,2025-09-14,social
cust_01019,Bengaluru,South,2025-02-06,email
cust_01020,Raipur,Central,2025-06-16,organic
cust_01021,Pune,West,2025-07-04,affiliate
cust_01022,Raipur,Central,2024-01-07,email
cust_01023,Bhubaneswar,East,2024-04-13,paid_search
cust_01024,Guwahati,East,2025-06-30,social
cust_01025,Hyderabad,South,2024-05-05,paid_search
cust_01026,Raipur,Central,2024-05-24,social
cust_01027,Bengaluru,South,2025-06-10,email
cust_01028,Pune,West,2024-05-23,organic
cust_01029,Bengaluru,South,2024-04-14,organic
cust_01030,Kolkata,East,2024-01-10,organic
cust_01031,Mumbai,West,2024-11-24,email
cust_01032,Bhubaneswar,East,2025-03-21,paid_search
cust_01033,Nagpur,Central,2025-05-27,email
cust_01034,Hyderabad,South,2025-09-25,paid_search
cust_01035,Kolkata,East,2025-03-31,organic
cust_01036,Chennai,South,2025-06-13,email
cust_01037,Hyderabad,South,2024-05-27,paid_search
cust_01038,Hyderabad,South,2024-08-26,paid_search
cust_01039,Delhi,North,2024-07-31,organic
cust_01040,Lucknow,North,2024-02-15,organic
cust_01041,Kolkata,East,2025-11-09,organic
cust_01042,Bhubaneswar,East,2024-06-17,paid_search
cust_01043,Bhubaneswar,East,2024-11-10,social
cust_01044,Lucknow,North,2024-09-06,organic
cust_01045,Hyderabad,South,2024-02-01,organic
cust_01046,Hyderabad,South,2025-09-24,organic
cust_01047,Ahmedabad,West,2024-06-02,paid_search
cust_01048,Pune,West,2024-03-11,affiliate
cust_01049,Hyderabad,South,2024-08-27,paid_search
cust_01050,Kolkata,East,2024-04-10,organic
cust_01051,Chandigarh,North,2025-11-30,paid_search
cust_01052,Bengaluru,South,2024-05-12,email
cust_01053,Lucknow,North,2024-07-30,email
cust_01054,Hyderabad,South,2024-07-08,email
cust_01055,Guwahati,East,2024-01-19,affiliate
cust_01056,Raipur,Central,2024-01-10,social
cust_01057,Bengaluru,South,2024-12-25,affiliate
cust_01058,Guwahati,East,2024-06-11,organic
cust_01059,Pune,West,2024-02-28,email
cust_01060,Raipur,Central,2024-07-22,email
cust_01061,Guwahati,East,2024-07-10,email
cust_01062,Chennai,South,2024-10-23,paid_search
cust_01063,Kolkata,East,2025-11-25,email
cust_01064,Chennai,South,2024-08-02,organic
cust_01065,Nagpur,Central,2025-05-08,social
cust_01066,Hyderabad,South,2025-06-21,paid_search
cust_01067,Bhubaneswar,East,2024-02-05,paid_search
cust_01068,Chandigarh,North,2024-12-16,social
cust_01069,Chennai,South,2024-11-10,paid_search
cust_01070,Bhopal,Central,2024-12-21,organic
cust_01071,Kolkata,East,2024-04-30,organic
cust_01072,Bengaluru,South,2024-11-21,social
cust_01073,Nagpur,Central,2024-03-27,social
cust_01074,Pune,West,2025-10-24,social
cust_01075,Hyderabad,South,2025-02-14,organic
cust_01076,Guwahati,East,2024-01-25,email
cust_01077,Kolkata,East,2024-12-19,social
cust_01078,Kolkata,East,2025-10-10,organic
cust_01079,Chennai,South,2025-06-04,organic
cust_01080,Hyderabad,South,2024-07-10,paid_search
cust_01081,Bhopal,Central,2025-09-16,paid_search
cust_01082,Bhopal,Central,2024-05-09,organic
cust_01083,Mumbai,West,2024-06-21,organic
cust_01084,Nagpur,Central,2024-04-18,organic
cust_01085,Ahmedabad,West,2025-10-08,organic
cust_01086,Ahmedabad,West,2025-05-16,organic
cust_01087,Pune,West,2024-12-28,email
cust_01088,Kolkata,East,2025-04-12,paid_search
cust_01089,Chennai,South,2024-06-30,paid_search
cust_01090,Chennai,South,2024-02-19,social
cust_01091,Kolkata,East,2025-08-15,paid_search
cust_01092,Hyderabad,South,2025-11-05,organic
cust_01093,Hyderabad,South,2024-01-25,organic
cust_01094,Kolkata,East,2024-02-06,organic
cust_01095,Bengaluru,South,2025-01-26,paid_search
cust_01096,Bengaluru,South,2024-01-31,paid_search
cust_01097,Ahmedabad,West,2025-05-20,paid_search
cust_01098,Pune,West,2025-10-23,paid_search
cust_01099,Delhi,North,2024-07-14,affiliate
cust_01100,Delhi,North,2024-07-25,organic
cust_01101,Bengaluru,South,2025-08-27,paid_search
cust_01102,Pune,West,2024-09-06,paid_search
cust_01103,Ahmedabad,West,2024-06-17,social
cust_01104,Delhi,North,2024-02-28,social
cust_01105,Mumbai,West,2025-08-10,social
cust_01106,Chandigarh,North,2025-10-10,organic
cust_01107,Hyderabad,South,2024-02-24,paid_search
cust_01108,Nagpur,Central,2025-07-16,email
cust_01109,Bengaluru,South,2024-04-21,paid_search
cust_01110,Delhi,North,2024-04-07,affiliate
cust_01111,Hyderabad,South,2024-09-23,paid_search
cust_01112,Guwahati,East,2024-11-01,paid_search
cust_01113,Raipur,Central,2025-08-20,paid_search
cust_01114,Nagpur,Central,2025-05-04,paid_search
cust_01115,Lucknow,North,2024-04-11,email
cust_01116,Chandigarh,North,2025-02-12,organic
cust_01117,Mumbai,West,2025-09-04,paid_search
cust_01118,Chennai,South,2025-04-08,social
cust_01119,Raipur,Central,2024-06-09,email
cust_01120,Bhubaneswar,East,2024-03-31,social
cust_01121,Lucknow,North,2024-11-12,affiliate
cust_01122,Ahmedabad,West,2024-11-26,email
cust_01123,Delhi,North,2024-09-03,paid_search
cust_01124,Bengaluru,South,2024-03-17,email
cust_01125,Kolkata,East,2024-03-23,affiliate
cust_01126,Guwahati,East,2025-01-05,organic
cust_01127,Guwahati,East,2025-10-23,social
cust_01128,Kolkata,East,2025-02-22,organic
cust_01129,Bhopal,Central,2024-11-02,social
cust_01130,Nagpur,Central,2025-10-13,organic
cust_01131,Bhubaneswar,East,2025-04-28,social
cust_01132,Lucknow,North,2025-05-17,paid_search
cust_01133,Ahmedabad,West,2025-02-06,paid_search
cust_01134,Bhopal,Central,2025-06-18,organic
cust_01135,Bengaluru,South,2024-12-17,social
cust_01136,Chennai,South,2025-03-11,paid_search
cust_01137,Chennai,South,2025-03-07,social
cust_01138,Lucknow,North,2025-06-10,organic
cust_01139,Bhubaneswar,East,2025-09-20,organic
cust_01140,Chennai,South,2024-07-24,paid_search
cust_01141,Mumbai,West,2025-05-04,affiliate
cust_01142,Mumbai,West,2024-01-23,organic
cust_01143,Ahmedabad,West,2025-01-07,social
cust_01144,Hyderabad,South,2025-09-21,organic
cust_01145,Bengaluru,South,2025-03-27,social
cust_01146,Ahmedabad,West,2024-07-06,organic
cust_01147,Pune,West,2025-02-28,paid_search
cust_01148,Bhubaneswar,East,2024-09-07,paid_search
cust_01149,Raipur,Central,2024-10-30,organic
cust_01150,Lucknow,North,2024-06-08,paid_search
cust_01151,Bhopal,Central,2025-03-13,paid_search
cust_01152,Delhi,North,2024-05-18,paid_search
cust_01153,Lucknow,North,2024-11-06,affiliate
cust_01154,Guwahati,East,2025-10-19,paid_search
cust_01155,Delhi,North,2025-06-14,email
cust_01156,Lucknow,North,2024-10-17,paid_search
cust_01157,Chandigarh,North,2025-11-09,organic
cust_01158,Chennai,South,2024-01-10,organic
cust_01159,Mumbai,West,2025-11-02,paid_search
cust_01160,Lucknow,North,2024-09-03,organic
cust_01161,Guwahati,East,2025-07-28,email
cust_01162,Pune,West,2025-10-25,social
cust_01163,Lucknow,North,2025-02-25,paid_search
cust_01164,Lucknow,North,2025-03-03,paid_search
cust_01165,Ahmedabad,West,2025-06-08,paid_search
cust_01166,Ahmedabad,West,2024-06-16,social
cust_01167,Guwahati,East,2024-05-04,organic
cust_01168,Ahmedabad,West,2024-08-28,organic
cust_01169,Lucknow,North,2024-12-01,organic
cust_01170,Chennai,South,2025-06-04,organic
cust_01171,Ahmedabad,West,2024-06-29,social
cust_01172,Bengaluru,South,2025-01-30,organic
cust_01173,Pune,West,2024-01-03,organic
cust_01174,Bhubaneswar,East,2024-01-22,email
cust_01175,Ahmedabad,West,2025-11-07,affiliate
cust_01176,Bengaluru,South,2025-08-18,paid_search
cust_01177,Chennai,South,2025-08-27,paid_search
cust_01178,Bengaluru,South,2024-08-18,social
cust_01179,Hyderabad,South,2024-12-25,organic
cust_01180,Ahmedabad,West,2025-04-17,paid_search
cust_01181,Delhi,North,2024-06-26,organic
cust_01182,Lucknow,North,2025-06-05,paid_search
cust_01183,Chandigarh,North,2025-04-30,affiliate
cust_01184,Lucknow,North,2024-10-12,social
cust_01185,Ahmedabad,West,2024-10-31,affiliate
cust_01186,Bengaluru,South,2024-08-03,social
cust_01187,Bhopal,Central,2025-07-16,social
cust_01188,Chandigarh,North,2025-11-21,social
cust_01189,Kolkata,East,2025-11-30,social
cust_01190,Bengaluru,South,2025-06-23,paid_search
cust_01191,Hyderabad,South,2024-09-01,organic
cust_01192,Raipur,Central,2025-06-30,paid_search
cust_01193,Nagpur,Central,2024-06-20,organic
cust_01194,Bhopal,Central,2025-09-19,paid_search
cust_01195,Bengaluru,South,2024-07-06,organic
cust_01196,Hyderabad,South,2024-10-09,paid_search
cust_01197,Kolkata,East,2024-03-06,organic
cust_01198,Bengaluru,South,2024-02-26,organic
cust_01199,Pune,West,2024-10-02,paid_search
cust_01200,Bhubaneswar,East,2025-01-20,organic
cust_01201,Bhubaneswar,East,2024-01-13,affiliate
cust_01202,Pune,West,2025-08-15,paid_search
cust_01203,Ahmedabad,West,2024-03-21,paid_search
cust_01204,Chandigarh,North,2025-11-29,organic
cust_01205,Lucknow,North,2024-07-09,email
cust_01206,Bhubaneswar,East,2024-09-22,social
cust_01207,Bhubaneswar,East,2024-04-21,paid_search
cust_01208,Chennai,South,2025-07-31,organic
cust_01209,Hyderabad,South,2025-05-27,social
cust_01210,Ahmedabad,West,2024-02-24,affiliate
cust_01211,Mumbai,West,2024-03-14,paid_search
cust_01212,Guwahati,East,2025-03-02,organic
cust_01213,Hyderabad,South,2025-08-29,organic
cust_01214,Hyderabad,South,2024-03-17,organic
cust_01215,Kolkata,East,2024-06-03,social
cust_01216,Hyderabad,South,2025-01-16,affiliate
cust_01217,Kolkata,East,2024-03-17,affiliate
cust_01218,Kolkata,East,2024-08-01,email
cust_01219,Lucknow,North,2024-01-08,organic
cust_01220,Delhi,North,2024-12-15,affiliate
cust_01221,Hyderabad,South,2025-05-15,organic
cust_01222,Nagpur,Central,2024-10-15,organic
cust_01223,Kolkata,East,2024-06-28,social
cust_01224,Delhi,North,2024-10-24,organic
cust_01225,Raipur,Central,2024-12-22,email
cust_01226,Hyderabad,South,2024-04-26,affiliate
cust_01227,Chennai,South,2024-03-19,social
cust_01228,Raipur,Central,2024-05-07,email
cust_01229,Delhi,North,2025-11-20,paid_search
cust_01230,Chennai,South,2025-05-21,organic
cust_01231,Kolkata,East,2024-03-28,email
cust_01232,Chennai,South,2024-07-29,paid_search
cust_01233,Kolkata,East,2024-10-15,email
cust_01234,Chennai,South,2024-05-06,organic
cust_01235,Chandigarh,North,2025-08-19,organic
cust_01236,Chennai,South,2025-10-20,paid_search
cust_01237,Chennai,South,2024-06-20,social
cust_01238,Chandigarh,North,2024-01-12,email
cust_01239,Chandigarh,North,2024-07-05,affiliate
cust_01240,Mumbai,West,2025-02-11,organic
cust_01241,Bengaluru,South,2025-07-19,paid_search
cust_01242,Chennai,South,2024-08-25,organic
cust_01243,Lucknow,North,2024-07-10,organic
cust_01244,Hyderabad,South,2024-06-23,paid_search
cust_01245,Chennai,South,2024-01-03,paid_search
cust_01246,Guwahati,East,2024-01-10,paid_search
cust_01247,Hyderabad,South,2024-10-26,paid_search
cust_01248,Nagpur,Central,2025-03-08,social
cust_01249,Bhopal,Central,2024-01-09,email
cust_01250,Chandigarh,North,2024-05-20,organic
cust_01251,Chandigarh,North,2025-09-28,paid_search
cust_01252,Delhi,North,2025-11-24,social
cust_01253,Guwahati,East,2025-03-25,social
cust_01254,Lucknow,North,2024-12-31,email
cust_01255,Mumbai,West,2025-02-12,organic
cust_01256,Pune,West,2024-09-16,paid_search
cust_01257,Mumbai,West,2024-05-21,email
cust_01258,Kolkata,East,2024-09-20,paid_search
cust_01259,Bhopal,Central,2025-05-04,paid_search
cust_01260,Chandigarh,North,2025-04-08,affiliate
cust_01261,Bengaluru,South,2025-04-19,organic
cust_01262,Bengaluru,South,2025-03-02,social
cust_01263,Nagpur,Central,2024-02-12,email
cust_01264,Bhubaneswar,East,2025-03-14,organic
cust_01265,Mumbai,West,2025-09-08,social
cust_01266,Chandigarh,North,2025-03-30,paid_search
cust_01267,Bhopal,Central,2025-02-09,email
cust_01268,Guwahati,East,2024-06-05,email
cust_01269,Bhubaneswar,East,2025-07-08,email
cust_01270,Raipur,Central,2024-11-12,organic
cust_01271,Bengaluru,South,2024-07-03,social
cust_01272,Hyderabad,South,2024-12-08,affiliate
cust_01273,Bhubaneswar,East,2024-03-26,social
cust_01274,Delhi,North,2025-10-10,social
cust_01275,Hyderabad,South,2025-05-06,organic
cust_01276,Bengaluru,South,2024-08-16,email
cust_01277,Delhi,North,2025-07-09,organic
cust_01278,Ahmedabad,West,2024-02-07,organic
cust_01279,Kolkata,East,2024-09-27,affiliate
cust_01280,Chennai,South,2025-03-31,affiliate
cust_01281,Bengaluru,South,2024-01-17,affiliate
cust_01282,Bengaluru,South,2025-05-11,paid_search
cust_01283,Kolkata,East,2025-07-26,organic
cust_01284,Bhopal,Central,2025-02-19,paid_search
cust_01285,Nagpur,Central,2024-05-24,organic
cust_01286,Chennai,South,2025-06-08,email
cust_01287,Bengaluru,South,2024-08-25,paid_search
cust_01288,Chennai,South,2025-05-30,paid_search
cust_01289,Kolkata,East,2025-03-15,organic
cust_01290,Chennai,South,2024-03-06,paid_search
cust_01291,Guwahati,East,2024-03-10,email
cust_01292,Guwahati,East,2024-01-11,social
cust_01293,Hyderabad,South,2024-02-20,organic
cust_01294,Bengaluru,South,2024-07-28,organic
cust_01295,Bengaluru,South,2024-01-18,paid_search
cust_01296,Lucknow,North,2025-10-18,organic
cust_01297,Delhi,North,2025-10-03,affiliate
cust_01298,Ahmedabad,West,2024-04-30,social
cust_01299,Chennai,South,2024-08-05,organic
cust_01300,Bengaluru,South,2025-06-03,email
cust_01301,Guwahati,East,2025-04-07,paid_search
cust_01302,Pune,West,2025-02-11,organic
cust_01303,Hyderabad,South,2025-11-23,paid_search
cust_01304,Pune,West,2025-03-16,organic
cust_01305,Bhopal,Central,2025-04-13,paid_search
cust_01306,Guwahati,East,2024-12-17,email
cust_01307,Kolkata,East,2025-01-02,affiliate
cust_01308,Chandigarh,North,2024-07-22,paid_search
cust_01309,Nagpur,Central,2024-12-30,social
cust_01310,Hyderabad,South,2025-10-04,organic
cust_01311,Raipur,Central,2024-09-20,paid_search
cust_01312,Bhubaneswar,East,2024-04-03,organic
cust_01313,Lucknow,North,2025-02-23,paid_search
cust_01314,Delhi,North,2025-07-03,organic
cust_01315,Kolkata,East,2025-11-02,affiliate
cust_01316,Guwahati,East,2025-01-14,email
cust_01317,Chandigarh,North,2025-07-05,organic
cust_01318,Pune,West,2024-06-24,social
cust_01319,Mumbai,West,2024-10-23,organic
cust_01320,Kolkata,East,2024-10-20,social
cust_01321,Hyderabad,South,2024-08-20,organic
cust_01322,Lucknow,North,2025-05-16,organic
cust_01323,Ahmedabad,West,2025-09-10,social
cust_01324,Chennai,South,2024-08-16,paid_search
cust_01325,Nagpur,Central,2024-04-05,paid_search
cust_01326,Bengaluru,South,2025-07-31,paid_search
cust_01327,Kolkata,East,2025-08-17,organic
cust_01328,Chennai,South,2025-10-16,organic
cust_01329,Chandigarh,North,2024-06-27,social
cust_01330,Mumbai,West,2025-05-18,social
cust_01331,Bhubaneswar,East,2025-05-15,organic
cust_01332,Bhubaneswar,East,2025-07-07,paid_search
cust_01333,Raipur,Central,2025-07-18,social
cust_01334,Raipur,Central,2025-10-28,social
cust_01335,Pune,West,2024-11-29,email
cust_01336,Chennai,South,2024-02-23,paid_search
cust_01337,Guwahati,East,2024-05-14,paid_search
cust_01338,Raipur,Central,2025-09-12,paid_search
cust_01339,Bengaluru,South,2025-08-14,organic
cust_01340,Lucknow,North,2024-01-08,organic
cust_01341,Mumbai,West,2024-09-14,organic
cust_01342,Bhubaneswar,East,2024-06-20,email
cust_01343,Kolkata,East,2024-08-12,organic
cust_01344,Raipur,Central,2025-03-23,social
cust_01345,Kolkata,East,2024-12-23,paid_search
cust_01346,Hyderabad,South,2024-12-02,paid_search
cust_01347,Bengaluru,South,2024-10-31,email
cust_01348,Bengaluru,South,2025-03-25,social
cust_01349,Chandigarh,North,2025-04-23,organic
cust_01350,Ahmedabad,West,2024-01-31,social
cust_01351,Mumbai,West,2024-04-06,paid_search
cust_01352,Bengaluru,South,2024-08-26,paid_search
cust_01353,Bengaluru,South,2024-10-31,social
cust_01354,Nagpur,Central,2025-11-28,social
cust_01355,Delhi,North,2025-09-16,organic
cust_01356,Guwahati,East,2025-03-30,affiliate
cust_01357,Bengaluru,South,2024-01-26,social
cust_01358,Guwahati,East,2024-03-11,social
cust_01359,Lucknow,North,2024-11-16,organic
cust_01360,Guwahati,East,2025-02-14,organic
cust_01361,Hyderabad,South,2025-04-07,paid_search
cust_01362,Guwahati,East,2024-04-09,social
cust_01363,Delhi,North,2025-09-13,paid_search
cust_01364,Chennai,South,2024-12-11,social
cust_01365,Guwahati,East,2025-02-19,organic
cust_01366,Chennai,South,2024-01-28,social
cust_01367,Lucknow,North,2025-07-31,email
cust_01368,Hyderabad,South,2025-01-15,social
cust_01369,Hyderabad,South,2024-06-04,social
cust_01370,Delhi,North,2024-08-11,email
cust_01371,Nagpur,Central,2024-09-03,organic
cust_01372,Bengaluru,South,2024-01-19,social
cust_01373,Mumbai,West,2025-10-21,affiliate
cust_01374,Bhopal,Central,2025-07-16,paid_search
cust_01375,Chandigarh,North,2025-09-12,organic
cust_01376,Bhubaneswar,East,2024-09-04,affiliate
cust_01377,Raipur,Central,2025-01-25,organic
cust_01378,Guwahati,East,2024-11-16,organic
cust_01379,Hyderabad,South,2024-11-28,organic
cust_01380,Bengaluru,South,2025-02-16,paid_search
cust_01381,Chandigarh,North,2024-11-11,paid_search
cust_01382,Guwahati,East,2025-06-25,paid_search
cust_01383,Bhopal,Central,2024-02-11,affiliate
cust_01384,Nagpur,Central,2024-05-14,paid_search
cust_01385,Lucknow,North,2025-09-16,paid_search
cust_01386,Ahmedabad,West,2025-09-09,email
cust_01387,Hyderabad,South,2025-07-26,email
cust_01388,Nagpur,Central,2024-09-15,organic
cust_01389,Chandigarh,North,2024-11-15,organic
cust_01390,Nagpur,Central,2024-01-18,social
cust_01391,Ahmedabad,West,2024-07-14,email
cust_01392,Chandigarh,North,2025-05-23,paid_search
cust_01393,Chandigarh,North,2024-08-28,organic
cust_01394,Mumbai,West,2024-12-02,social
cust_01395,Chandigarh,North,2024-03-27,social
cust_01396,Kolkata,East,2024-12-13,paid_search
cust_01397,Nagpur,Central,2025-05-20,email
cust_01398,Guwahati,East,2025-02-04,email
cust_01399,Hyderabad,South,2025-01-24,social
cust_01400,Chennai,South,2025-10-02,social
cust_01401,Lucknow,North,2024-06-12,social
cust_01402,Raipur,Central,2024-07-28,paid_search
cust_01403,Chennai,South,2025-03-12,paid_search
cust_01404,Hyderabad,South,2024-12-02,social
cust_01405,Chennai,South,2025-11-16,social
cust_01406,Raipur,Central,2024-02-11,paid_search
cust_01407,Chandigarh,North,2024-03-26,organic
cust_01408,Mumbai,West,2024-08-27,social
cust_01409,Mumbai,West,2024-11-16,social
cust_01410,Ahmedabad,West,2025-09-15,paid_search
cust_01411,Bhopal,Central,2024-12-11,paid_search
cust_01412,Ahmedabad,West,2024-11-02,organic
cust_01413,Bhopal,Central,2024-04-26,affiliate
cust_01414,Chandigarh,North,2024-10-30,email
cust_01415,Pune,West,2025-01-07,paid_search
cust_01416,Bhubaneswar,East,2025-02-12,paid_search
cust_01417,Kolkata,East,2025-02-28,social
cust_01418,Bhopal,Central,2024-10-27,paid_search
cust_01419,Nagpur,Central,2024-04-20,affiliate
cust_01420,Pune,West,2024-04-16,organic
cust_01421,Guwahati,East,2024-04-18,organic
cust_01422,Chennai,South,2025-03-09,paid_search
cust_01423,Bengaluru,South,2025-08-22,organic
cust_01424,Bengaluru,South,2025-09-10,social
cust_01425,Chennai,South,2024-08-05,email
cust_01426,Chandigarh,North,2024-02-25,organic
cust_01427,Lucknow,North,2025-03-17,paid_search
cust_01428,Pune,West,2024-01-27,social
cust_01429,Chennai,South,2025-03-14,email
cust_01430,Bhopal,Central,2024-09-25,paid_search
cust_01431,Kolkata,East,2025-08-10,organic
cust_01432,Lucknow,North,2025-03-13,paid_search
cust_01433,Chandigarh,North,2025-06-01,paid_search
cust_01434,Chennai,South,2024-10-11,social
cust_01435,Nagpur,Central,2025-08-11,paid_search
cust_01436,Bengaluru,South,2025-01-02,organic
cust_01437,Bhubaneswar,East,2025-03-13,social
cust_01438,Nagpur,Central,2024-09-09,paid_search
cust_01439,Bhopal,Central,2024-11-10,organic
cust_01440,Chennai,South,2025-08-11,paid_search
cust_01441,Chandigarh,North,2024-10-02,affiliate
cust_01442,Delhi,North,2024-01-15,social
cust_01443,Chandigarh,North,2024-09-22,organic
cust_01444,Hyderabad,South,2024-10-01,social
cust_01445,Kolkata,East,2024-10-19,organic
cust_01446,Raipur,Central,2024-02-19,paid_search
cust_01447,Bhubaneswar,East,2024-03-31,paid_search
cust_01448,Guwahati,East,2024-08-14,organic
cust_01449,Bengaluru,South,2024-10-23,paid_search
cust_01450,Ahmedabad,West,2024-01-21,affiliate
cust_01451,Bhubaneswar,East,2024-09-29,organic
cust_01452,Ahmedabad,West,2024-08-12,email
cust_01453,Raipur,Central,2024-01-25,social
cust_01454,Bengaluru,South,2024-06-24,paid_search
cust_01455,Delhi,North,2024-07-11,organic
cust_01456,Bengaluru,South,2024-04-10,organic
cust_01457,Chennai,South,2025-06-10,organic
cust_01458,Raipur,Central,2024-02-20,paid_search
cust_01459,Chennai,South,2025-02-08,affiliate
cust_01460,Mumbai,West,2025-04-10,email
cust_01461,Kolkata,East,2025-07-18,organic
cust_01462,Chennai,South,2025-01-16,organic
cust_01463,Hyderabad,South,2025-01-14,organic
cust_01464,Kolkata,East,2025-06-16,affiliate
cust_01465,Bhubaneswar,East,2025-08-20,organic
cust_01466,Chennai,South,2024-05-27,organic
cust_01467,Bengaluru,South,2025-07-11,social
cust_01468,Ahmedabad,West,2024-11-19,paid_search
cust_01469,Lucknow,North,2024-03-09,organic
cust_01470,Nagpur,Central,2025-03-04,social
cust_01471,Hyderabad,South,2025-11-14,organic
cust_01472,Lucknow,North,2024-04-08,organic
cust_01473,Guwahati,East,2024-01-11,organic
cust_01474,Kolkata,East,2025-10-03,paid_search
cust_01475,Kolkata,East,2025-02-21,affiliate
cust_01476,Chennai,South,2024-06-02,paid_search
cust_01477,Bhopal,Central,2025-07-08,social
cust_01478,Kolkata,East,2024-10-02,organic
cust_01479,Chennai,South,2024-08-20,social
cust_01480,Chennai,South,2024-07-21,affiliate
cust_01481,Delhi,North,2025-02-22,paid_search
cust_01482,Kolkata,East,2024-04-04,affiliate
cust_01483,Bengaluru,South,2024-09-10,social
cust_01484,Bhubaneswar,East,2024-08-01,social
cust_01485,Lucknow,North,2024-02-12,organic
cust_01486,Nagpur,Central,2025-06-18,social
cust_01487,Bengaluru,South,2024-01-06,paid_search
cust_01488,Nagpur,Central,2025-11-02,affiliate
cust_01489,Bengaluru,South,2024-03-07,email
cust_01490,Delhi,North,2024-09-07,paid_search
cust_01491,Mumbai,West,2024-03-09,affiliate
cust_01492,Bhubaneswar,East,2024-09-13,email
cust_01493,Pune,West,2025-03-03,paid_search
cust_01494,Chennai,South,2024-03-02,organic
cust_01495,Bhubaneswar,East,2025-01-03,organic
cust_01496,Pune,West,2025-06-24,organic
cust_01497,Guwahati,East,2024-11-14,organic
cust_01498,Hyderabad,South,2024-03-19,affiliate
cust_01499,Kolkata,East,2025-04-29,organic
cust_01500,Guwahati,East,2024-05-10,social
cust_01501,Bhopal,Central,2024-01-12,social
cust_01502,Bengaluru,South,2024-11-01,social
cust_01503,Chennai,South,2024-07-08,organic
cust_01504,Mumbai,West,2024-01-20,paid_search
cust_01505,Bhubaneswar,East,2025-06-28,social
cust_01506,Mumbai,West,2025-02-23,paid_search
cust_01507,Chennai,South,2025-09-28,organic
cust_01508,Hyderabad,South,2024-12-02,social
cust_01509,Ahmedabad,West,2024-11-02,organic
cust_01510,Delhi,North,2025-08-12,paid_search
cust_01511,Chennai,South,2024-02-27,paid_search
cust_01512,Bhubaneswar,East,2024-09-10,organic
cust_01513,Pune,West,2025-07-13,email
cust_01514,Nagpur,Central,2024-07-23,organic
cust_01515,Hyderabad,South,2025-09-11,affiliate
cust_01516,Chandigarh,North,2024-07-17,email
cust_01517,Bhopal,Central,2024-10-16,paid_search
cust_01518,Lucknow,North,2025-09-20,organic
cust_01519,Hyderabad,South,2024-06-19,organic
cust_01520,Bengaluru,South,2025-11-08,email
cust_01521,Bhubaneswar,East,2024-01-31,social
cust_01522,Raipur,Central,2024-07-05,organic
cust_01523,Pune,West,2025-02-17,paid_search
cust_01524,Pune,West,2025-02-19,organic
cust_01525,Lucknow,North,2025-09-28,paid_search
cust_01526,Hyderabad,South,2025-11-02,paid_search
cust_01527,Chennai,South,2025-04-19,organic
cust_01528,Delhi,North,2025-04-06,email
cust_01529,Chennai,South,2024-08-10,organic
cust_01530,Hyderabad,South,2025-07-17,paid_search
cust_01531,Delhi,North,2025-03-26,social
cust_01532,Bhubaneswar,East,2024-01-17,affiliate
cust_01533,Pune,West,2025-08-05,paid_search
cust_01534,Delhi,North,2024-09-08,email
cust_01535,Bhubaneswar,East,2024-11-29,paid_search
cust_01536,Ahmedabad,West,2024-12-06,email
cust_01537,Mumbai,West,2025-07-27,organic
cust_01538,Pune,West,2024-07-06,social
cust_01539,Hyderabad,South,2024-10-01,organic
cust_01540,Mumbai,West,2024-01-28,affiliate
cust_01541,Chennai,South,2024-08-31,affiliate
cust_01542,Bengaluru,South,2024-03-02,paid_search
cust_01543,Chandigarh,North,2025-02-12,paid_search
cust_01544,Chennai,South,2025-09-17,paid_search
cust_01545,Bengaluru,South,2024-11-21,organic
cust_01546,Bengaluru,South,2025-09-30,social
cust_01547,Pune,West,2025-11-14,social
cust_01548,Hyderabad,South,2024-02-07,paid_search
cust_01549,Bengaluru,South,2024-12-27,organic
cust_01550,Lucknow,North,2025-01-04,email
cust_01551,Bengaluru,South,2024-09-26,organic
cust_01552,Chennai,South,2025-08-04,social
cust_01553,Chennai,South,2024-10-03,organic
cust_01554,Chennai,South,2024-02-08,organic
cust_01555,Mumbai,West,2025-01-18,organic
cust_01556,Raipur,Central,2024-05-21,paid_search
cust_01557,Kolkata,East,2024-09-05,social
cust_01558,Guwahati,East,2024-12-17,paid_search
cust_01559,Pune,West,2025-05-21,social
cust_01560,Nagpur,Central,2024-07-13,social
