order_id,payment_type,payment_installments,payment_value
ord_07767,upi,1,18339.59
ord_07768,cod,1,370.14
ord_07769,credit_card,1,1554.91
ord_07770,upi,1,1186.34
ord_07771,debit_card,1,3434.2
ord_07772,credit_card,2,2568.43
ord_07773,credit_card,2,7013.29
ord_07774,upi,1,8018.52
ord_07775,credit_card,4,12423.32
ord_07776,upi,1,8252.04
ord_07777,cod,1,19880.66
ord_07778,credit_card,4,3281.78
ord_07779,debit_card,1,4251.67
ord_07780,upi,1,2931.52
ord_07781,debit_card,1,3071.39
ord_07782,upi,1,884.24
ord_07783,debit_card,1,1635.95
ord_07784,upi,1,979.62
ord_07785,upi,1,7188.58
ord_07786,credit_card,3,7706.93
ord_07787,upi,1,15866.81
ord_07788,cod,1,2531.35
ord_07789,debit_card,1,7525.0
ord_07790,upi,1,5257.58
ord_07791,upi,1,2249.93
ord_07792,cod,1,1627.45
ord_07793,credit_card,2,4219.5
ord_07794,wallet,1,1053.31
ord_07795,upi,1,2671.39
ord_07796,upi,1,1242.16
ord_07797,upi,1,1187.81
ord_07798,credit_card,4,6083.91
ord_07799,debit_card,1,9535.39
ord_07800,debit_card,1,1229.23
ord_07801,upi,1,1641.45
ord_07802,upi,1,1229.05
ord_07803,debit_card,1,6908.02
ord_07804,upi,1,1631.5
ord_07805,upi,1,1347.63
ord_07806,credit_card,2,2481.3
ord_07807,cod,1,11195.12
ord_07808,debit_card,1,2666.72
ord_07809,upi,1,1977.64
ord_07810,upi,1,2950.18
ord_07811,upi,1,400.19
ord_07812,debit_card,1,18683.22
ord_07813,debit_card,1,6231.59
ord_07814,debit_card,1,1858.05
ord_07815,upi,1,8853.81
ord_07816,upi,1,1786.63
ord_07817,upi,1,6186.61
ord_07818,upi,1,3437.16
ord_07819,upi,1,8953.07
ord_07820,cod,1,1330.46
ord_07821,cod,1,5592.7
ord_07822,wallet,1,7056.4
ord_07823,credit_card,6,1521.92
ord_07824,upi,1,15136.25
ord_07825,wallet,1,6842.05
ord_07826,credit_card,6,2361.14
ord_07827,upi,1,1358.78
ord_07828,debit_card,1,510.53
ord_07829,wallet,1,1613.0
ord_07830,debit_card,1,6458.87
ord_07831,upi,1,20440.14
ord_07832,credit_card,2,2121.47
ord_07833,credit_card,4,434.66
ord_07834,credit_card,6,2055.54
ord_07835,upi,1,8543.13
ord_07836,credit_card,6,1177.8
ord_07837,cod,1,1112.03
ord_07838,upi,1,6790.46
ord_07839,debit_card,1,2209.77
ord_07840,cod,1,1964.82
ord_07841,upi,1,11781.78
ord_07842,debit_card,1,1780.56
ord_07843,credit_card,4,790.6
ord_07844,credit_card,3,698.79
ord_07845,wallet,1,1135.25
ord_07846,debit_card,1,8994.68
ord_07847,credit_card,5,2676.83
ord_07848,upi,1,7407.28
ord_07849,debit_card,1,2400.22
ord_07850,upi,1,14112.19
ord_07851,credit_card,3,2026.84
ord_07852,credit_card,2,2564.07
ord_07853,upi,1,5954.18
ord_07854,credit_card,4,1007.41
ord_07855,credit_card,1,6192.07
ord_07856,debit_card,1,421.29
ord_07857,upi,1,11076.56
ord_07858,debit_card,1,1221.91
ord_07859,cod,1,11409.76
ord_07860,upi,1,7216.51
ord_07861,cod,1,7759.87
ord_07862,credit_card,5,5714.29
ord_07863,upi,1,8287.59
ord_07864,credit_card,2,9692.8
ord_07865,upi,1,383.52
ord_07866,wallet,1,2244.55
ord_07867,upi,1,1085.44
ord_07868,upi,1,5072.28
ord_07869,credit_card,3,1660.65
ord_07870,upi,1,9068.58
ord_07871,credit_card,4,1078.97
ord_07872,credit_card,1,10431.62
ord_07873,wallet,1,1673.01
ord_07874,debit_card,1,1489.7
ord_07875,upi,1,727.65
ord_07876,upi,1,1868.05
ord_07877,upi,1,937.44
ord_07878,wallet,1,2330.19
ord_07879,cod,1,8166.18
ord_07880,credit_card,1,1624.33
ord_07881,upi,1,3010.51
ord_07882,upi,1,2149.06
ord_07883,debit_card,1,6176.68
ord_07884,upi,1,512.5
ord_07885,cod,1,5843.61
ord_07886,upi,1,9225.74
ord_07887,upi,1,10585.77
ord_07888,upi,1,4174.91
ord_07889,wallet,1,2379.94
ord_07890,credit_card,4,228.13
ord_07891,cod,1,7316.06
ord_07892,debit_card,1,511.66
ord_07893,credit_card,4,1262.53
ord_07894,wallet,1,1134.52
ord_07895,wallet,1,4197.41
ord_07896,credit_card,3,6874.32
ord_07897,cod,1,1353.72
ord_07898,debit_card,1,1201.09
ord_07899,credit_card,1,3331.43
ord_07900,cod,1,11462.77
ord_07901,credit_card,4,7605.34
ord_07902,credit_card,5,16078.99
ord_07903,credit_card,6,731.75
ord_07904,cod,1,6350.35
ord_07905,debit_card,1,10899.6
ord_07906,debit_card,1,828.55
ord_07907,upi,1,7184.55
ord_07908,upi,1,478.39
ord_07909,credit_card,2,8137.64
ord_07910,upi,1,469.19
ord_07911,upi,1,1411.42
ord_07912,upi,1,7240.54
ord_07913,debit_card,1,14994.78
ord_07914,cod,1,1408.58
ord_07915,credit_card,5,1608.59
ord_07916,debit_card,1,1724.06
ord_07917,credit_card,6,9887.67
ord_07918,credit_card,1,1798.55
ord_07919,debit_card,1,2774.18
ord_07920,upi,1,2078.18
ord_07921,credit_card,1,1698.41
ord_07922,upi,1,1463.86
ord_07923,upi,1,7638.24
ord_07924,upi,1,9035.23
ord_07925,upi,1,9257.35
ord_07926,credit_card,5,5602.2
ord_07927,upi,1,7107.81
ord_07928,upi,1,4212.2
ord_07929,upi,1,6307.7
ord_07930,upi,1,883.48
ord_07931,upi,1,3719.9
ord_07932,wallet,1,4303.88
ord_07933,upi,1,5014.97
ord_07934,credit_card,6,8730.54
ord_07935,debit_card,1,1832.72
ord_07936,upi,1,8632.76
ord_07937,upi,1,13016.18
ord_07938,upi,1,2087.94
ord_07939,cod,1,9389.58
ord_07940,credit_card,3,468.91
ord_07941,upi,1,8294.46
ord_07942,upi,1,1104.82
ord_07943,credit_card,2,7114.82
ord_07944,debit_card,1,6456.45
ord_07945,cod,1,1352.22
ord_07946,upi,1,516.51
ord_07947,credit_card,4,18978.97
ord_07948,debit_card,1,416.82
ord_07949,credit_card,5,5893.22
ord_07950,upi,1,1777.37
ord_07951,upi,1,3694.44
ord_07952,wallet,1,14697.12
ord_07953,upi,1,884.05
ord_07954,credit_card,3,942.43
ord_07955,upi,1,482.81
ord_07956,upi,1,1317.81
ord_07957,wallet,1,1653.39
ord_07958,credit_card,6,542.38
ord_07959,upi,1,1342.4
ord_07960,upi,1,8004.27
ord_07961,credit_card,3,2979.58
ord_07962,upi,1,6870.9
ord_07963,upi,1,1855.08
ord_07964,upi,1,5421.1
ord_07965,upi,1,11543.34
ord_07966,credit_card,2,3792.33
ord_07967,upi,1,1196.14
ord_07968,upi,1,13915.31
ord_07969,credit_card,6,2254.48
ord_07970,cod,1,430.15
ord_07971,upi,1,1805.57
ord_07972,credit_card,3,2347.6
ord_07973,wallet,1,7951.69
ord_07974,upi,1,11674.63
ord_07975,credit_card,2,874.51
ord_07976,credit_card,2,2160.33
ord_07977,credit_card,3,1103.84
ord_07978,wallet,1,6176.68
ord_07979,debit_card,1,2719.11
ord_07980,debit_card,1,916.62
ord_07981,upi,1,9031.43
ord_07982,debit_card,1,829.78
ord_07983,debit_card,1,681.19
ord_07984,cod,1,6861.19
ord_07985,cod,1,7659.62
ord_07986,upi,1,936.74
ord_07987,upi,1,18387.46
ord_07988,wallet,1,2621.82
ord_07989,upi,1,2670.02
ord_07990,credit_card,4,471.45
ord_07991,debit_card,1,872.34
ord_07992,credit_card,6,2724.5
ord_07993,credit_card,6,3896.53
ord_07994,upi,1,8020.97
ord_07995,upi,1,221.39
ord_07996,credit_card,2,1215.83
ord_07997,upi,1,18138.32
ord_07998,credit_card,1,7144.14
ord_07999,upi,1,805.3
ord_08000,upi,1,6266.76
ord_08001,credit_card,3,2513.61
ord_08002,debit_card,1,1161.11
ord_08003,wallet,1,10013.45
ord_08004,debit_card,1,829.79
ord_08005,wallet,1,3685.03
ord_08006,upi,1,1431.03
ord_08007,cod,1,2275.62
ord_08008,upi,1,13051.98
ord_08009,upi,1,8161.4
ord_08010,credit_card,2,5872.93
ord_08011,credit_card,5,4178.98
ord_08012,debit_card,1,193.15
ord_08013,wallet,1,3336.41
ord_08014,upi,1,6325.56
ord_08015,cod,1,7887.6
ord_08016,cod,1,1425.02
ord_08017,credit_card,1,406.5
ord_08018,credit_card,6,1110.84
ord_08019,cod,1,1176.01
ord_08020,wallet,1,2220.47
ord_08021,debit_card,1,3005.29
ord_08022,upi,1,1074.77
ord_08023,credit_card,6,9242.05
ord_08024,credit_card,1,1524.12
ord_08025,cod,1,1813.24
ord_08026,credit_card,5,1991.26
ord_08027,credit_card,2,2113.82
ord_08028,upi,1,9372.18
ord_08029,upi,1,17533.05
ord_08030,upi,1,541.18
ord_08031,credit_card,5,1229.37
ord_08032,upi,1,7942.8
ord_08033,cod,1,1089.41
ord_08034,wallet,1,1200.76
ord_08035,upi,1,2588.46
ord_08036,credit_card,2,18126.56
ord_08037,upi,1,3220.12
ord_08038,upi,1,758.8
ord_08039,credit_card,4,5718.78
ord_08040,credit_card,5,930.98
ord_08041,wallet,1,2715.68
ord_08042,credit_card,2,4232.21
ord_08043,debit_card,1,1427.81
ord_08044,upi,1,7158.63
ord_08045,debit_card,1,7561.57
ord_08046,credit_card,2,9621.44
ord_08047,upi,1,8725.57
ord_08048,upi,1,493.69
ord_08049,wallet,1,2994.81
ord_08050,credit_card,4,3775.02
ord_08051,upi,1,13677.66
ord_08052,upi,1,635.93
ord_08053,cod,1,9274.66
ord_08054,credit_card,1,1918.39
ord_08055,credit_card,2,1282.83
ord_08056,credit_card,6,8571.73
ord_08057,debit_card,1,2606.57
ord_08058,debit_card,1,4153.49
ord_08059,upi,1,8203.12
ord_08060,upi,1,1262.79
ord_08061,upi,1,14220.36
ord_08062,upi,1,422.42
ord_08063,credit_card,2,9960.9
ord_08064,upi,1,7546.93
ord_08065,upi,1,2421.07
ord_08066,upi,1,2415.55
ord_08067,upi,1,10642.0
ord_08068,credit_card,6,11113.27
ord_08069,upi,1,9688.31
ord_08070,cod,1,504.62
ord_08071,credit_card,4,1671.48
ord_08072,upi,1,1112.13
ord_08073,credit_card,5,593.04
ord_08074,debit_card,1,441.48
ord_08075,debit_card,1,1003.1
ord_08076,credit_card,2,1387.26
ord_08077,credit_card,5,7356.66
ord_08078,cod,1,5978.29
ord_08079,cod,1,7408.04
ord_08080,upi,1,1032.52
ord_08081,upi,1,12558.03
ord_08082,cod,1,1012.31
ord_08083,wallet,1,16610.32
ord_08084,credit_card,5,6586.11
ord_08085,credit_card,5,6928.02
ord_08086,credit_card,6,6713.13
ord_08087,upi,1,3293.25
ord_08088,wallet,1,9485.58
ord_08089,upi,1,2871.12
ord_08090,upi,1,17310.49
ord_08091,credit_card,1,551.12
ord_08092,cod,1,1806.6
ord_08093,wallet,1,2269.42
ord_08094,wallet,1,484.48
ord_08095,credit_card,3,4704.81
ord_08096,wallet,1,11540.61
ord_08097,credit_card,2,4972.75
ord_08098,wallet,1,1384.46
ord_08099,cod,1,6379.58
ord_08100,upi,1,301.65
ord_08101,credit_card,5,6322.26
ord_08102,upi,1,714.07
ord_08103,debit_card,1,876.92
ord_08104,upi,1,550.22
ord_08105,debit_card,1,1031.36
ord_08106,wallet,1,15754.02
ord_08107,credit_card,1,511.45
ord_08108,credit_card,4,2214.93
ord_08109,upi,1,5763.14
ord_08110,debit_card,1,841.01
ord_08111,credit_card,1,12404.93
ord_08112,wallet,1,24567.46
ord_08113,upi,1,1954.87
ord_08114,wallet,1,7411.69
ord_08115,credit_card,6,8265.5
ord_08116,credit_card,6,1454.21
ord_08117,upi,1,11140.74
ord_08118,upi,1,9740.23
ord_08119,credit_card,5,4267.26
ord_08120,upi,1,750.65
ord_08121,upi,1,5543.89
ord_08122,upi,1,16198.87
ord_08123,upi,1,15627.68
ord_08124,debit_card,1,12948.98
ord_08125,wallet,1,17016.11
ord_08126,wallet,1,1037.97
ord_08127,upi,1,9230.32
ord_08128,credit_card,2,3642.63
ord_08129,credit_card,4,1433.83
ord_08130,credit_card,5,2891.35
ord_08131,cod,1,9207.57
ord_08132,upi,1,7582.18
ord_08133,credit_card,5,8029.57
ord_08134,debit_card,1,13657.72
ord_08135,upi,1,2222.54
ord_08136,upi,1,15729.15
ord_08137,upi,1,5471.95
ord_08138,credit_card,3,466.21
ord_08139,upi,1,6111.44
ord_08140,upi,1,10325.57
ord_08141,upi,1,10328.39
ord_08142,upi,1,5250.73
ord_08143,credit_card,1,5460.03
ord_08144,upi,1,4318.79
ord_08145,upi,1,5627.03
ord_08146,upi,1,2417.31
ord_08147,wallet,1,1228.51
ord_08148,upi,1,1291.86
ord_08149,credit_card,4,5706.08
ord_08150,cod,1,1023.53
ord_08151,cod,1,8711.07
ord_08152,credit_card,6,19114.19
ord_08153,debit_card,1,2258.62
ord_08154,upi,1,5950.03
ord_08155,cod,1,3426.7
ord_08156,credit_card,3,3625.66
ord_08157,credit_card,1,1215.79
ord_08158,debit_card,1,13076.63
ord_08159,upi,1,7314.38
ord_08160,upi,1,6785.04
ord_08161,credit_card,5,336.0
ord_08162,credit_card,1,2566.88
ord_08163,upi,1,7391.72
ord_08164,cod,1,11410.07
ord_08165,credit_card,5,2692.01
ord_08166,debit_card,1,4205.34
ord_08167,credit_card,2,7295.18
ord_08168,upi,1,8996.38
ord_08169,upi,1,2192.88
ord_08170,credit_card,2,18610.96
ord_08171,upi,1,5065.61
ord_08172,wallet,1,8036.9
ord_08173,upi,1,358.46
ord_08174,credit_card,6,995.57
ord_08175,credit_card,2,6541.49
ord_08176,upi,1,9807.48
ord_08177,credit_card,3,4977.13
ord_08178,credit_card,6,4501.34
ord_08179,debit_card,1,4148.53
ord_08180,upi,1,2376.72
ord_08181,credit_card,5,13551.46
ord_08182,wallet,1,3078.13
ord_08183,upi,1,300.03
ord_08184,credit_card,1,11272.96
ord_08185,debit_card,1,3938.6
ord_08186,upi,1,1802.54
ord_08187,credit_card,2,6262.61
ord_08188,upi,1,1066.94
ord_08189,upi,1,1246.6
ord_08190,upi,1,3972.15
ord_08191,wallet,1,9414.97
ord_08192,upi,1,1272.87
ord_08193,upi,1,1638.43
ord_08194,credit_card,2,11033.19
ord_08195,debit_card,1,10693.53
ord_08196,credit_card,6,1148.77
ord_08197,credit_card,6,426.38
ord_08198,upi,1,1594.4
ord_08199,credit_card,1,7972.95
ord_08200,upi,1,9004.87
ord_08201,wallet,1,7878.39
ord_08202,wallet,1,2556.29
ord_08203,debit_card,1,5922.13
ord_08204,upi,1,1141.0
ord_08205,wallet,1,1805.13
ord_08206,credit_card,6,503.24
ord_08207,upi,1,6791.65
ord_08208,credit_card,1,9529.21
ord_08209,credit_card,6,502.62
ord_08210,upi,1,820.86
ord_08211,upi,1,1820.4
ord_08212,upi,1,963.68
ord_08213,debit_card,1,504.21
ord_08214,upi,1,11145.89
ord_08215,credit_card,5,7586.28
ord_08216,upi,1,3608.0
ord_08217,upi,1,1048.99
ord_08218,debit_card,1,1591.62
ord_08219,credit_card,3,2071.7
ord_08220,upi,1,6188.47
ord_08221,upi,1,15304.12
ord_08222,credit_card,1,9893.2
ord_08223,upi,1,7268.64
ord_08224,credit_card,3,3728.56
ord_08225,upi,1,4252.1
ord_08226,upi,1,1298.37
ord_08227,credit_card,5,811.25
ord_08228,debit_card,1,8575.61
ord_08229,upi,1,15003.53
ord_08230,debit_card,1,1823.87
ord_08231,upi,1,10537.85
ord_08232,upi,1,7936.23
ord_08233,upi,1,5118.7
ord_08234,upi,1,5961.66
ord_08235,credit_card,4,854.58
ord_08236,upi,1,6188.42
ord_08237,credit_card,2,1945.72
ord_08238,cod,1,754.04
ord_08239,credit_card,4,3792.69
ord_08240,upi,1,2879.4
ord_08241,debit_card,1,1982.79
ord_08242,debit_card,1,8705.3
ord_08243,upi,1,1174.35
ord_08244,wallet,1,4758.15
ord_08245,debit_card,1,7921.97
ord_08246,upi,1,16819.98
ord_08247,upi,1,7732.41
ord_08248,credit_card,4,1134.5
ord_08249,cod,1,4506.43
ord_08250,debit_card,1,1081.35
ord_08251,credit_card,1,935.7
ord_08252,cod,1,10092.36
ord_08253,upi,1,2504.44
ord_08254,upi,1,623.83
ord_08255,wallet,1,10979.98
ord_08256,credit_card,1,2369.45
ord_08257,credit_card,3,9219.04
ord_08258,upi,1,9182.27
ord_08259,upi,1,8563.62
ord_08260,credit_card,1,3170.84
ord_08261,credit_card,4,4191.06
ord_08262,upi,1,10316.24
ord_08263,wallet,1,3470.63
ord_08264,cod,1,1248.14
ord_08265,upi,1,750.16
ord_08266,wallet,1,3962.87
ord_08267,wallet,1,1001.62
ord_08268,cod,1,1038.75
ord_08269,cod,1,1075.48
ord_08270,upi,1,884.03
ord_08271,debit_card,1,1061.85
ord_08272,cod,1,361.82
ord_08273,cod,1,1981.8
ord_08274,debit_card,1,11268.97
ord_08275,cod,1,12330.76
ord_08276,upi,1,6906.13
ord_08277,upi,1,3524.7
ord_08278,credit_card,4,1068.66
ord_08279,credit_card,2,6292.17
ord_08280,credit_card,2,6928.67
ord_08281,credit_card,4,627.7
ord_08282,debit_card,1,11331.95
ord_08283,credit_card,3,2216.4
ord_08284,cod,1,3829.59
ord_08285,upi,1,270.16
ord_08286,cod,1,1232.78
ord_08287,upi,1,236.17
ord_08288,upi,1,906.31
ord_08289,debit_card,1,17396.76
ord_08290,wallet,1,2040.57
ord_08291,debit_card,1,1196.67
ord_08292,credit_card,1,9695.78
ord_08293,upi,1,9621.72
ord_08294,wallet,1,2925.84
ord_08295,upi,1,6029.29
ord_08296,cod,1,2667.41
ord_08297,debit_card,1,9386.79
ord_08298,cod,1,9440.77
ord_08299,cod,1,8886.92
ord_08300,upi,1,13734.97
ord_08301,cod,1,8024.07
ord_08302,credit_card,3,9784.6
ord_08303,wallet,1,1555.66
ord_08304,cod,1,1917.46
ord_08305,upi,1,9013.77
ord_08306,credit_card,6,429.48
ord_08307,upi,1,404.54
ord_08308,upi,1,1683.65
ord_08309,wallet,1,1642.34
ord_08310,credit_card,1,2111.73
ord_08311,upi,1,3352.0
ord_08312,debit_card,1,842.85
ord_08313,credit_card,3,1916.67
ord_08314,credit_card,2,1845.46
ord_08315,debit_card,1,7222.37
ord_08316,credit_card,1,13234.25
ord_08317,upi,1,11088.03
ord_08318,wallet,1,473.78
ord_08319,cod,1,1528.13
ord_08320,upi,1,10072.59
ord_08321,upi,1,872.25
ord_08322,upi,1,3565.28
ord_08323,upi,1,13475.61
ord_08324,credit_card,1,1959.06
ord_08325,debit_card,1,515.2
ord_08326,upi,1,6896.02
ord_08327,credit_card,1,3762.35
ord_08328,upi,1,6825.54
ord_08329,upi,1,5951.51
ord_08330,upi,1,3457.14
ord_08331,upi,1,4218.06
ord_08332,credit_card,5,725.28
ord_08333,upi,1,593.18
ord_08334,credit_card,4,5325.34
ord_08335,upi,1,664.6
ord_08336,credit_card,4,1888.9
ord_08337,upi,1,1038.73
ord_08338,wallet,1,5825.59
ord_08339,upi,1,7198.47
ord_08340,cod,1,1593.29
ord_08341,wallet,1,2330.06
ord_08342,debit_card,1,637.74
ord_08343,debit_card,1,7189.58
ord_08344,credit_card,5,3865.21
ord_08345,upi,1,1304.01
ord_08346,upi,1,6905.23
ord_08347,cod,1,1801.04
ord_08348,credit_card,2,6967.22
ord_08349,credit_card,6,7306.22
ord_08350,upi,1,16006.74
ord_08351,credit_card,2,9153.38
ord_08352,credit_card,3,8103.69
ord_08353,wallet,1,2482.75
ord_08354,credit_card,5,1282.17
ord_08355,wallet,1,11592.27
ord_08356,credit_card,6,8352.69
ord_08357,credit_card,6,7317.35
ord_08358,credit_card,6,27056.15
ord_08359,upi,1,1093.69
ord_08360,credit_card,2,8595.68
ord_08361,wallet,1,1488.01
ord_08362,cod,1,9157.05
ord_08363,cod,1,1552.52
ord_08364,credit_card,3,2031.61
ord_08365,debit_card,1,7070.39
ord_08366,cod,1,1218.93
ord_08367,upi,1,1954.01
ord_08368,credit_card,5,3161.67
ord_08369,credit_card,5,550.06
ord_08370,upi,1,9928.95
ord_08371,credit_card,2,965.1
ord_08372,upi,1,1670.84
ord_08373,wallet,1,2082.34
ord_08374,upi,1,6318.03
ord_08375,upi,1,6686.38
ord_08376,upi,1,3874.78
ord_08377,credit_card,5,7875.94
ord_08378,cod,1,6247.36
ord_08379,upi,1,1551.2
ord_08380,debit_card,1,4526.7
ord_08381,cod,1,800.8
ord_08382,upi,1,258.33
ord_08383,cod,1,2255.73
ord_08384,upi,1,3457.93
ord_08385,upi,1,2289.24
ord_08386,cod,1,977.64
ord_08387,debit_card,1,13003.9
ord_08388,credit_card,1,876.64
ord_08389,debit_card,1,1085.84
ord_08390,credit_card,3,1354.07
ord_08391,cod,1,679.25
ord_08392,credit_card,6,1478.2
ord_08393,credit_card,3,3085.29
ord_08394,upi,1,3694.99
ord_08395,wallet,1,705.0
ord_08396,wallet,1,9222.85
ord_08397,credit_card,1,489.96
ord_08398,upi,1,750.73
ord_08399,upi,1,949.58
ord_08400,upi,1,7787.67
ord_08401,cod,1,5454.7
ord_08402,debit_card,1,3244.87
ord_08403,credit_card,5,20772.41
ord_08404,upi,1,884.78
ord_08405,cod,1,1734.12
ord_08406,credit_card,1,600.19
ord_08407,upi,1,2180.99
ord_08408,credit_card,2,11384.47
ord_08409,credit_card,6,322.02
ord_08410,upi,1,7820.4
ord_08411,credit_card,3,455.64
ord_08412,credit_card,1,829.27
ord_08413,upi,1,15975.36
ord_08414,cod,1,7447.75
ord_08415,upi,1,10106.46
ord_08416,wallet,1,3018.13
ord_08417,credit_card,3,7529.44
ord_08418,upi,1,1485.9
ord_08419,upi,1,16509.43
ord_08420,wallet,1,1899.84
ord_08421,upi,1,2201.36
ord_08422,credit_card,4,5116.08
ord_08423,credit_card,1,951.16
ord_08424,credit_card,6,1520.02
ord_08425,credit_card,4,2587.47
ord_08426,upi,1,8188.34
ord_08427,debit_card,1,1437.79
ord_08428,cod,1,8820.39
ord_08429,cod,1,7819.74
ord_08430,upi,1,970.77
ord_08431,upi,1,1064.08
ord_08432,upi,1,1800.17
ord_08433,upi,1,12593.15
ord_08434,credit_card,5,5668.42
ord_08435,credit_card,1,14256.5
ord_08436,debit_card,1,8188.51
ord_08437,upi,1,1425.48
ord_08438,credit_card,2,20511.66
ord_08439,upi,1,1716.19
ord_08440,credit_card,3,848.22
ord_08441,credit_card,6,1927.38
ord_08442,credit_card,5,3217.57
ord_08443,upi,1,7366.13
ord_08444,upi,1,14375.18
ord_08445,cod,1,3482.1
ord_08446,upi,1,866.51
ord_08447,credit_card,4,9411.9
ord_08448,wallet,1,975.09
ord_08449,upi,1,7832.19
ord_08450,debit_card,1,3058.93
ord_08451,upi,1,5266.86
ord_08452,upi,1,1607.04
ord_08453,upi,1,7992.66
ord_08454,upi,1,4379.34
ord_08455,wallet,1,1087.18
ord_08456,upi,1,15330.85
ord_08457,credit_card,1,932.25
ord_08458,wallet,1,6168.51
ord_08459,cod,1,816.49
ord_08460,debit_card,1,6265.43
ord_08461,cod,1,8957.28
ord_08462,upi,1,9605.63
ord_08463,upi,1,2048.62
ord_08464,wallet,1,5588.9
ord_08465,upi,1,1618.39
ord_08466,upi,1,804.12
ord_08467,credit_card,3,8091.91
ord_08468,debit_card,1,1826.54
ord_08469,cod,1,1124.69
ord_08470,cod,1,10101.63
ord_08471,debit_card,1,1151.7
ord_08472,credit_card,3,1507.65
ord_08473,debit_card,1,6121.26
ord_08474,cod,1,3913.2
ord_08475,credit_card,5,2602.42
ord_08476,debit_card,1,8855.65
ord_08477,cod,1,10635.16
ord_08478,upi,1,18875.44
ord_08479,wallet,1,10450.86
ord_08480,cod,1,415.01
ord_08481,upi,1,3065.95
ord_08482,debit_card,1,4436.73
ord_08483,wallet,1,598.91
ord_08484,upi,1,6109.2
ord_08485,credit_card,4,2756.51
ord_08486,cod,1,1754.39
ord_08487,credit_card,1,1738.19
ord_08488,upi,1,987.73
ord_08489,upi,1,13226.96
ord_08490,credit_card,4,7292.72
ord_08491,credit_card,6,1983.72
ord_08492,credit_card,6,3326.48
ord_08493,debit_card,1,6594.15
ord_08494,credit_card,3,1267.0
ord_08495,credit_card,2,866.12
ord_08496,credit_card,6,9513.29
ord_08497,upi,1,744.84
ord_08498,credit_card,5,491.17
ord_08499,credit_card,3,783.22
ord_08500,cod,1,4212.77
ord_08501,wallet,1,13774.83
ord_08502,upi,1,6346.28
ord_08503,debit_card,1,1614.13
ord_08504,debit_card,1,767.7
ord_08505,upi,1,789.94
ord_08506,upi,1,4131.44
ord_08507,upi,1,14369.99
ord_08508,credit_card,3,1767.74
ord_08509,debit_card,1,12213.29
ord_08510,cod,1,1826.44
ord_08511,upi,1,967.1
ord_08512,upi,1,473.01
ord_08513,cod,1,10445.28
ord_08514,credit_card,3,639.51
ord_08515,credit_card,2,1995.07
ord_08516,upi,1,12080.43
ord_08517,upi,1,1779.51
ord_08518,credit_card,6,413.81
ord_08519,credit_card,3,1962.14
ord_08520,credit_card,4,7812.65
ord_08521,credit_card,4,688.32
ord_08522,cod,1,749.57
ord_08523,cod,1,1055.7
ord_08524,upi,1,5569.3
ord_08525,debit_card,1,786.94
ord_08526,credit_card,1,2125.65
ord_08527,cod,1,2065.29
ord_08528,credit_card,6,6573.77
ord_08529,upi,1,7518.15
ord_08530,credit_card,6,10914.14
ord_08531,upi,1,5314.67
ord_08532,credit_card,2,7711.67
ord_08533,upi,1,821.35
ord_08534,cod,1,8686.9
ord_08535,upi,1,3625.21
ord_08536,upi,1,463.67
ord_08537,debit_card,1,5347.51
ord_08538,wallet,1,3869.58
ord_08539,credit_card,3,2797.14
ord_08540,upi,1,1905.5
ord_08541,credit_card,3,3479.54
ord_08542,upi,1,3447.28
ord_08543,credit_card,1,7012.65
ord_08544,upi,1,5862.17
ord_08545,wallet,1,478.31
ord_08546,credit_card,2,17417.79
ord_08547,cod,1,638.11
ord_08548,credit_card,4,7614.09
ord_08549,cod,1,11848.43
ord_08550,debit_card,1,8531.67
ord_08551,upi,1,6085.16
ord_08552,upi,1,1618.36
ord_08553,credit_card,1,20268.56
ord_08554,credit_card,3,3043.81
ord_08555,credit_card,1,834.73
ord_08556,credit_card,1,1829.53
ord_08557,upi,1,3381.78
ord_08558,upi,1,1152.02
ord_08559,cod,1,11236.51
ord_08560,credit_card,3,839.24
ord_08561,cod,1,1608.34
ord_08562,upi,1,1156.75
ord_08563,cod,1,653.33
ord_08564,credit_card,6,8474.33
ord_08565,wallet,1,10029.6
ord_08566,upi,1,3577.53
ord_08567,debit_card,1,6877.78
ord_08568,credit_card,5,13013.07
ord_08569,wallet,1,1974.39
ord_08570,credit_card,4,8755.91
ord_08571,upi,1,1412.47
ord_08572,upi,1,7690.04
ord_08573,debit_card,1,1881.9
ord_08574,upi,1,4376.82
ord_08575,upi,1,8261.67
ord_08576,upi,1,9092.53
ord_08577,wallet,1,10779.49
ord_08578,credit_card,4,7489.34
ord_08579,credit_card,6,835.38
ord_08580,upi,1,8002.59
ord_08581,upi,1,808.63
ord_08582,credit_card,3,485.43
ord_08583,wallet,1,7788.72
ord_08584,upi,1,1030.65
ord_08585,credit_card,2,18033.87
ord_08586,debit_card,1,848.67
ord_08587,credit_card,3,2963.31
ord_08588,debit_card,1,4293.45
ord_08589,upi,1,5538.15
ord_08590,upi,1,2092.34
ord_08591,upi,1,11376.07
ord_08592,upi,1,7139.89
ord_08593,credit_card,3,7383.86
ord_08594,credit_card,6,8489.46
ord_08595,credit_card,2,615.49
ord_08596,debit_card,1,8744.84
ord_08597,upi,1,9429.4
ord_08598,upi,1,10804.19
ord_08599,credit_card,5,1731.25
ord_08600,debit_card,1,200.23
