review_id,order_id,review_score,review_creation_ts
rev_04988,ord_07454,4,2024-04-16 17:45:36.000000000
rev_04989,ord_07455,3,2025-12-28 15:21:36.000000000
rev_04990,ord_07456,5,2024-05-02 22:48:00.000000000
rev_04991,ord_07460,5,2025-10-14 19:12:00.000000000
rev_04992,ord_07461,5,2025-11-24 23:02:24.000000000
rev_04993,ord_07462,2,2024-07-25 17:02:24.000000000
rev_04994,ord_07463,2,2025-11-15 23:31:12.000000000
rev_04995,ord_07464,4,2024-07-31 10:19:12.000000000
rev_04996,ord_07465,4,2025-08-28 21:21:36.000000000
rev_04997,ord_07466,4,2024-01-26 21:07:12.000000000
rev_04998,ord_07467,3,2025-03-19 07:26:24.000000000
rev_04999,ord_07468,1,2025-07-12 09:36:00.000000000
rev_05000,ord_07469,3,2025-10-06 08:52:48.000000000
rev_05001,ord_07476,3,2024-07-31 07:55:12.000000000
rev_05002,ord_07479,4,2024-05-21 10:19:12.000000000
rev_05003,ord_07480,3,2025-04-16 09:50:24.000000000
rev_05004,ord_07481,4,2024-05-10 09:21:36.000000000
rev_05005,ord_07483,4,2024-08-27 06:00:00.000000000
rev_05006,ord_07484,3,2024-09-12 06:28:48.000000000
rev_05007,ord_07486,5,2025-11-21 13:55:12.000000000
rev_05008,ord_07488,4,2024-10-27 02:52:48.000000000
rev_05009,ord_07489,5,2025-11-28 12:57:36.000000000
rev_05010,ord_07492,4,2024-02-09 12:14:24.000000000
rev_05011,ord_07493,4,2024-02-14 20:09:36.000000000
rev_05012,ord_07494,5,2024-03-30 01:40:48.000000000
rev_05013,ord_07496,3,2024-05-13 18:00:00.000000000
rev_05014,ord_07497,5,2024-06-04 14:52:48.000000000
rev_05015,ord_07499,5,2025-12-03 00:43:12.000000000
rev_05016,ord_07503,5,2025-11-09 00:57:36.000000000
rev_05017,ord_07505,2,2024-08-29 18:57:36.000000000
rev_05018,ord_07506,4,2025-01-09 09:50:24.000000000
rev_05019,ord_07511,5,2024-01-15 17:31:12.000000000
rev_05020,ord_07512,5,2024-03-18 20:52:48.000000000
rev_05021,ord_07513,5,2024-01-06 08:52:48.000000000
rev_05022,ord_07514,5,2025-11-03 19:55:12.000000000
rev_05023,ord_07516,5,2024-05-12 18:43:12.000000000
rev_05024,ord_07517,5,2024-04-12 00:43:12.000000000
rev_05025,ord_07518,5,2025-09-09 12:43:12.000000000
rev_05026,ord_07519,5,2025-08-29 18:57:36.000000000
rev_05027,ord_07522,1,2025-03-13 05:02:24.000000000
rev_05028,ord_07523,1,2024-05-05 14:09:36.000000000
rev_05029,ord_07524,4,2025-08-31 16:04:48.000000000
rev_05030,ord_07525,4,2024-11-25 00:14:24.000000000
rev_05031,ord_07527,4,2024-02-16 08:24:00.000000000
rev_05032,ord_07528,2,2025-08-14 03:50:24.000000000
rev_05033,ord_07529,5,2024-07-19 23:45:36.000000000
rev_05034,ord_07531,5,2024-06-15 19:55:12.000000000
rev_05035,ord_07532,5,2025-08-29 06:00:00.000000000
rev_05036,ord_07533,5,2024-05-06 07:40:48.000000000
rev_05037,ord_07535,2,2025-08-16 17:02:24.000000000
rev_05038,ord_07538,5,2024-10-05 10:19:12.000000000
rev_05039,ord_07541,5,2024-02-27 23:31:12.000000000
rev_05040,ord_07543,4,2024-08-23 03:36:00.000000000
rev_05041,ord_07548,4,2025-11-13 08:09:36.000000000
rev_05042,ord_07550,2,2024-11-25 18:00:00.000000000
rev_05043,ord_07551,5,2025-10-02 13:26:24.000000000
rev_05044,ord_07553,3,2025-04-04 14:24:00.000000000
rev_05045,ord_07554,2,2024-09-23 05:02:24.000000000
rev_05046,ord_07555,5,2025-06-01 04:04:48.000000000
rev_05047,ord_07556,5,2024-05-11 11:45:36.000000000
rev_05048,ord_07557,5,2025-03-06 06:00:00.000000000
rev_05049,ord_07559,4,2024-12-29 07:12:00.000000000
rev_05050,ord_07560,5,2025-05-04 11:45:36.000000000
rev_05051,ord_07562,5,2024-07-12 09:50:24.000000000
rev_05052,ord_07564,5,2024-08-04 17:45:36.000000000
rev_05053,ord_07565,3,2024-04-08 07:40:48.000000000
rev_05054,ord_07566,3,2024-10-02 07:40:48.000000000
rev_05055,ord_07567,4,2025-11-23 19:40:48.000000000
rev_05056,ord_07568,3,2025-06-18 11:02:24.000000000
rev_05057,ord_07569,3,2025-04-23 21:21:36.000000000
rev_05058,ord_07571,1,2025-06-22 11:45:36.000000000
rev_05059,ord_07578,5,2024-04-15 01:55:12.000000000
rev_05060,ord_07579,5,2025-02-27 11:02:24.000000000
rev_05061,ord_07580,5,2025-12-21 01:55:12.000000000
rev_05062,ord_07581,5,2025-07-30 08:38:24.000000000
rev_05063,ord_07583,4,2025-05-30 01:55:12.000000000
rev_05064,ord_07585,2,2025-07-18 23:02:24.000000000
rev_05065,ord_07586,4,2024-08-06 00:28:48.000000000
rev_05066,ord_07587,4,2025-02-11 16:04:48.000000000
rev_05067,ord_07590,5,2024-07-05 10:04:48.000000000
rev_05068,ord_07591,2,2024-08-27 00:28:48.000000000
rev_05069,ord_07592,4,2024-06-08 03:07:12.000000000
rev_05070,ord_07598,4,2025-12-28 15:21:36.000000000
rev_05071,ord_07599,5,2025-08-06 22:33:36.000000000
rev_05072,ord_07600,2,2025-11-16 22:19:12.000000000
rev_05073,ord_07602,5,2025-05-23 20:52:48.000000000
rev_05074,ord_07604,5,2024-12-16 23:31:12.000000000
rev_05075,ord_07605,2,2025-08-06 18:57:36.000000000
rev_05076,ord_07606,5,2024-03-03 21:07:12.000000000
rev_05077,ord_07607,5,2024-02-15 03:50:24.000000000
rev_05078,ord_07608,5,2025-10-21 15:21:36.000000000
rev_05079,ord_07609,3,2024-04-26 03:36:00.000000000
rev_05080,ord_07611,3,2024-06-22 18:43:12.000000000
rev_05081,ord_07613,3,2024-08-25 20:38:24.000000000
rev_05082,ord_07614,5,2025-02-12 20:09:36.000000000
rev_05083,ord_07615,2,2025-09-16 18:28:48.000000000
rev_05084,ord_07616,4,2025-10-11 01:12:00.000000000
rev_05085,ord_07618,4,2024-10-03 08:09:36.000000000
rev_05086,ord_07622,2,2025-02-03 14:52:48.000000000
rev_05087,ord_07623,3,2025-08-24 18:28:48.000000000
rev_05088,ord_07624,1,2024-09-28 14:24:00.000000000
rev_05089,ord_07627,5,2025-11-21 07:26:24.000000000
rev_05090,ord_07628,4,2025-05-25 13:40:47.999999999
rev_05091,ord_07629,4,2025-06-12 00:28:48.000000000
rev_05092,ord_07630,4,2025-11-17 00:14:24.000000000
rev_05093,ord_07631,4,2025-05-24 11:02:24.000000000
rev_05094,ord_07632,2,2025-08-19 06:43:12.000000000
rev_05095,ord_07633,3,2025-01-14 19:26:24.000000000
rev_05096,ord_07634,4,2024-07-11 20:38:24.000000000
rev_05097,ord_07636,5,2025-06-21 18:14:24.000000000
rev_05098,ord_07637,4,2024-08-27 12:14:24.000000000
rev_05099,ord_07638,4,2025-05-10 18:28:48.000000000
rev_05100,ord_07640,2,2024-08-12 00:28:48.000000000
rev_05101,ord_07641,5,2025-08-04 10:33:36.000000000
rev_05102,ord_07642,2,2024-03-22 00:43:12.000000000
rev_05103,ord_07643,5,2025-05-14 18:57:36.000000000
rev_05104,ord_07644,4,2026-01-14 20:52:48.000000000
rev_05105,ord_07646,4,2025-10-17 20:38:24.000000000
rev_05106,ord_07647,3,2025-06-21 02:09:36.000000000
rev_05107,ord_07648,4,2025-01-18 01:40:48.000000000
rev_05108,ord_07650,5,2024-09-22 01:26:24.000000000
rev_05109,ord_07653,5,2025-03-21 22:33:36.000000000
rev_05110,ord_07654,3,2024-11-29 08:24:00.000000000
rev_05111,ord_07655,5,2024-10-17 23:45:36.000000000
rev_05112,ord_07659,5,2024-05-05 22:19:12.000000000
rev_05113,ord_07660,4,2025-11-01 06:00:00.000000000
rev_05114,ord_07662,5,2025-09-22 12:43:12.000000000
rev_05115,ord_07663,4,2024-07-24 14:52:48.000000000
rev_05116,ord_07666,5,2025-11-16 18:43:12.000000000
rev_05117,ord_07667,4,2025-10-11 10:04:48.000000000
rev_05118,ord_07669,3,2024-05-18 08:52:48.000000000
rev_05119,ord_07670,1,2025-03-30 16:48:00.000000000
rev_05120,ord_07671,5,2024-10-02 13:12:00.000000000
rev_05121,ord_07672,2,2025-10-28 23:02:24.000000000
rev_05122,ord_07673,2,2025-10-15 15:21:36.000000000
rev_05123,ord_07675,4,2025-06-13 18:14:24.000000000
rev_05124,ord_07676,4,2024-10-13 20:09:36.000000000
rev_05125,ord_07678,3,2025-05-05 00:28:48.000000000
rev_05126,ord_07679,3,2025-02-22 11:45:36.000000000
rev_05127,ord_07681,4,2024-07-29 23:16:48.000000000
rev_05128,ord_07682,5,2025-08-29 01:55:12.000000000
rev_05129,ord_07683,5,2025-06-14 02:09:36.000000000
rev_05130,ord_07684,4,2024-08-22 11:02:24.000000000
rev_05131,ord_07685,4,2024-12-01 22:33:36.000000000
rev_05132,ord_07686,2,2024-03-25 21:21:36.000000000
rev_05133,ord_07688,2,2025-10-22 21:36:00.000000000
rev_05134,ord_07690,5,2024-05-07 10:19:12.000000000
rev_05135,ord_07691,5,2025-01-29 00:57:36.000000000
rev_05136,ord_07692,4,2024-08-15 07:26:24.000000000
rev_05137,ord_07694,3,2025-05-21 10:48:00.000000000
rev_05138,ord_07695,3,2024-12-07 05:31:12.000000000
rev_05139,ord_07697,5,2024-12-10 13:26:24.000000000
rev_05140,ord_07699,5,2024-11-13 00:43:12.000000000
rev_05141,ord_07701,3,2025-01-24 22:04:48.000000000
rev_05142,ord_07702,5,2025-07-11 17:02:24.000000000
rev_05143,ord_07708,4,2025-09-23 03:50:24.000000000
rev_05144,ord_07711,2,2025-03-28 15:50:24.000000000
rev_05145,ord_07712,3,2024-05-20 14:52:48.000000000
rev_05146,ord_07713,5,2025-07-25 08:24:00.000000000
rev_05147,ord_07714,5,2024-05-26 17:45:36.000000000
rev_05148,ord_07715,4,2025-07-07 19:40:48.000000000
rev_05149,ord_07716,4,2025-09-01 20:24:00.000000000
rev_05150,ord_07718,4,2024-08-17 13:26:24.000000000
rev_05151,ord_07721,3,2025-06-06 18:43:12.000000000
rev_05152,ord_07722,5,2025-05-17 10:04:48.000000000
rev_05153,ord_07723,2,2024-11-24 02:52:48.000000000
rev_05154,ord_07724,5,2025-08-04 06:43:12.000000000
rev_05155,ord_07726,5,2025-06-19 06:28:48.000000000
rev_05156,ord_07729,5,2024-12-20 17:45:36.000000000
rev_05157,ord_07730,4,2025-09-23 15:50:24.000000000
rev_05158,ord_07731,5,2025-09-03 06:57:36.000000000
rev_05159,ord_07732,3,2025-10-19 13:26:24.000000000
rev_05160,ord_07733,4,2024-07-20 10:19:12.000000000
rev_05161,ord_07734,3,2025-08-08 07:12:00.000000000
rev_05162,ord_07735,5,2025-10-06 04:19:12.000000000
rev_05163,ord_07736,2,2024-06-05 23:16:48.000000000
rev_05164,ord_07737,5,2024-02-24 08:24:00.000000000
rev_05165,ord_07739,5,2025-04-28 23:45:36.000000000
rev_05166,ord_07740,5,2024-12-03 04:04:48.000000000
rev_05167,ord_07741,4,2024-06-20 09:50:24.000000000
rev_05168,ord_07743,5,2025-08-18 15:50:24.000000000
rev_05169,ord_07744,5,2025-10-02 15:50:24.000000000
rev_05170,ord_07746,4,2025-10-24 20:24:00.000000000
rev_05171,ord_07747,5,2025-05-01 17:02:24.000000000
rev_05172,ord_07748,5,2025-09-25 06:28:48.000000000
rev_05173,ord_07749,5,2024-11-27 11:16:48.000000000
rev_05174,ord_07750,2,2025-09-30 06:57:36.000000000
rev_05175,ord_07751,3,2025-10-28 18:43:12.000000000
rev_05176,ord_07752,3,2025-06-19 05:16:48.000000000
rev_05177,ord_07754,4,2024-08-18 12:28:48.000000000
rev_05178,ord_07755,4,2024-09-30 03:50:24.000000000
rev_05179,ord_07757,4,2024-02-24 18:14:24.000000000
rev_05180,ord_07761,5,2025-05-26 17:31:12.000000000
rev_05181,ord_07762,3,2025-09-29 02:09:36.000000000
rev_05182,ord_07763,4,2024-12-27 08:24:00.000000000
rev_05183,ord_07764,2,2024-07-10 17:16:48.000000000
rev_05184,ord_07765,2,2024-08-27 19:40:48.000000000
rev_05185,ord_07766,3,2025-10-10 20:09:36.000000000
rev_05186,ord_07767,4,2024-04-26 02:38:24.000000000
rev_05187,ord_07768,5,2025-06-19 14:38:24.000000000
rev_05188,ord_07770,1,2024-10-29 19:55:12.000000000
rev_05189,ord_07771,5,2024-01-15 06:28:48.000000000
rev_05190,ord_07772,5,2025-02-01 05:02:24.000000000
rev_05191,ord_07773,1,2024-05-08 00:00:00.000000000
rev_05192,ord_07774,3,2025-10-16 19:55:12.000000000
rev_05193,ord_07776,4,2024-07-27 15:50:24.000000000
rev_05194,ord_07777,5,2024-01-27 19:40:48.000000000
rev_05195,ord_07778,4,2026-01-10 07:55:12.000000000
rev_05196,ord_07779,5,2025-05-21 11:02:24.000000000
rev_05197,ord_07780,5,2025-05-25 13:55:12.000000000
rev_05198,ord_07784,5,2025-08-23 18:00:00.000000000
rev_05199,ord_07787,4,2024-05-03 15:50:24.000000000
rev_05200,ord_07788,1,2025-04-01 04:48:00.000000000
rev_05201,ord_07789,4,2024-04-05 17:45:36.000000000
rev_05202,ord_07791,3,2024-11-18 07:40:48.000000000
rev_05203,ord_07793,5,2025-06-29 15:07:12.000000000
rev_05204,ord_07794,3,2025-02-12 08:24:00.000000000
rev_05205,ord_07796,5,2025-01-30 04:48:00.000000000
rev_05206,ord_07797,1,2024-12-03 13:55:12.000000000
rev_05207,ord_07798,4,2025-02-08 01:26:24.000000000
rev_05208,ord_07799,3,2025-10-28 01:40:48.000000000
rev_05209,ord_07800,5,2024-11-26 08:24:00.000000000
rev_05210,ord_07801,3,2025-05-27 17:45:36.000000000
rev_05211,ord_07802,4,2025-10-18 16:48:00.000000000
rev_05212,ord_07805,5,2024-05-01 12:28:48.000000000
rev_05213,ord_07806,5,2025-05-01 05:02:24.000000000
rev_05214,ord_07808,4,2025-08-07 15:21:36.000000000
rev_05215,ord_07810,2,2024-01-19 00:28:48.000000000
rev_05216,ord_07811,3,2025-08-18 06:57:36.000000000
rev_05217,ord_07814,3,2025-08-14 23:31:12.000000000
rev_05218,ord_07815,4,2024-12-18 02:38:24.000000000
rev_05219,ord_07817,5,2025-04-29 18:28:48.000000000
rev_05220,ord_07818,5,2024-10-02 21:50:24.000000000
rev_05221,ord_07820,4,2024-06-30 01:12:00.000000000
rev_05222,ord_07821,5,2024-03-30 02:09:36.000000000
rev_05223,ord_07823,4,2024-11-06 11:02:24.000000000
rev_05224,ord_07825,3,2025-02-13 19:40:48.000000000
rev_05225,ord_07826,5,2025-09-07 07:12:00.000000000
rev_05226,ord_07828,5,2025-08-04 03:21:36.000000000
rev_05227,ord_07830,1,2025-12-15 16:48:00.000000000
rev_05228,ord_07831,1,2024-11-29 21:50:24.000000000
rev_05229,ord_07832,5,2025-09-04 01:26:24.000000000
rev_05230,ord_07833,3,2025-02-10 03:07:12.000000000
rev_05231,ord_07834,4,2024-07-11 22:33:36.000000000
rev_05232,ord_07835,2,2025-05-24 01:12:00.000000000
rev_05233,ord_07837,4,2024-08-12 13:12:00.000000000
rev_05234,ord_07839,2,2024-05-28 06:14:24.000000000
rev_05235,ord_07840,3,2026-01-01 20:09:36.000000000
rev_05236,ord_07843,2,2025-08-16 17:45:36.000000000
rev_05237,ord_07844,4,2025-05-01 07:40:48.000000000
rev_05238,ord_07845,5,2025-07-11 17:16:48.000000000
rev_05239,ord_07846,4,2025-04-22 12:57:36.000000000
rev_05240,ord_07849,5,2025-08-08 08:38:24.000000000
rev_05241,ord_07850,1,2025-07-31 04:04:48.000000000
rev_05242,ord_07851,3,2025-08-04 08:52:48.000000000
rev_05243,ord_07852,5,2024-02-01 03:07:12.000000000
rev_05244,ord_07854,3,2024-12-17 06:57:36.000000000
rev_05245,ord_07855,3,2025-06-25 02:38:24.000000000
rev_05246,ord_07857,3,2025-08-15 14:24:00.000000000
rev_05247,ord_07858,3,2025-12-30 10:19:12.000000000
rev_05248,ord_07859,5,2024-08-06 10:04:48.000000000
rev_05249,ord_07860,3,2025-08-27 14:38:24.000000000
rev_05250,ord_07862,5,2024-08-11 06:43:12.000000000
rev_05251,ord_07865,3,2024-08-28 13:12:00.000000000
rev_05252,ord_07869,2,2025-08-13 14:52:48.000000000
rev_05253,ord_07870,4,2025-05-05 15:50:24.000000000
rev_05254,ord_07871,2,2025-03-05 11:31:12.000000000
rev_05255,ord_07873,5,2024-02-18 08:52:48.000000000
rev_05256,ord_07874,5,2024-09-07 19:26:24.000000000
rev_05257,ord_07875,5,2025-05-17 20:09:36.000000000
rev_05258,ord_07877,2,2024-11-22 01:40:48.000000000
rev_05259,ord_07878,4,2025-12-21 04:04:48.000000000
rev_05260,ord_07879,2,2025-08-10 19:12:00.000000000
rev_05261,ord_07880,5,2025-02-06 22:19:12.000000000
rev_05262,ord_07881,4,2024-12-18 11:02:24.000000000
rev_05263,ord_07882,5,2024-05-06 11:02:24.000000000
rev_05264,ord_07883,3,2025-05-13 01:40:48.000000000
rev_05265,ord_07884,4,2024-03-11 14:38:24.000000000
rev_05266,ord_07885,4,2024-12-12 19:12:00.000000000
rev_05267,ord_07886,5,2024-07-13 00:43:12.000000000
rev_05268,ord_07887,3,2025-12-11 01:40:48.000000000
rev_05269,ord_07889,4,2025-02-08 12:28:48.000000000
rev_05270,ord_07890,5,2024-11-07 15:36:00.000000000
rev_05271,ord_07891,1,2024-05-13 02:52:48.000000000
rev_05272,ord_07892,2,2024-10-26 18:28:48.000000000
rev_05273,ord_07893,5,2025-08-14 00:43:12.000000000
rev_05274,ord_07895,5,2024-12-24 03:36:00.000000000
rev_05275,ord_07897,4,2024-01-14 02:09:36.000000000
rev_05276,ord_07898,3,2025-09-11 15:36:00.000000000
rev_05277,ord_07900,3,2025-10-21 07:40:48.000000000
rev_05278,ord_07901,4,2025-11-30 04:04:48.000000000
rev_05279,ord_07903,5,2024-02-06 11:02:24.000000000
rev_05280,ord_07906,4,2025-03-21 17:45:36.000000000
rev_05281,ord_07907,5,2024-10-23 22:48:00.000000000
rev_05282,ord_07908,4,2025-01-22 00:28:48.000000000
rev_05283,ord_07909,1,2024-04-01 02:38:24.000000000
rev_05284,ord_07911,5,2024-02-17 07:55:12.000000000
rev_05285,ord_07912,4,2025-05-28 09:07:12.000000000
rev_05286,ord_07913,4,2024-11-06 14:09:36.000000000
rev_05287,ord_07915,3,2024-01-31 13:26:24.000000000
rev_05288,ord_07922,4,2025-05-11 00:28:48.000000000
rev_05289,ord_07923,3,2024-08-02 13:40:47.999999999
rev_05290,ord_07924,5,2025-03-29 04:33:36.000000000
rev_05291,ord_07925,4,2024-07-02 01:55:12.000000000
rev_05292,ord_07926,2,2025-11-10 08:24:00.000000000
rev_05293,ord_07927,3,2025-02-28 18:28:48.000000000
rev_05294,ord_07928,4,2024-07-15 04:33:36.000000000
rev_05295,ord_07931,4,2024-12-24 07:40:48.000000000
rev_05296,ord_07932,4,2025-10-10 05:45:36.000000000
rev_05297,ord_07934,2,2025-06-28 20:24:00.000000000
rev_05298,ord_07935,5,2025-01-26 01:12:00.000000000
rev_05299,ord_07936,4,2024-12-28 19:55:12.000000000
rev_05300,ord_07937,2,2024-01-30 09:50:24.000000000
rev_05301,ord_07938,3,2025-05-10 08:38:24.000000000
rev_05302,ord_07940,4,2024-01-15 05:02:24.000000000
rev_05303,ord_07942,4,2024-01-27 00:28:48.000000000
rev_05304,ord_07943,5,2024-07-24 06:14:24.000000000
rev_05305,ord_07944,2,2024-01-21 19:12:00.000000000
rev_05306,ord_07946,5,2025-02-06 15:36:00.000000000
rev_05307,ord_07947,4,2024-12-18 18:00:00.000000000
rev_05308,ord_07948,5,2024-06-24 06:43:12.000000000
rev_05309,ord_07949,4,2025-03-11 09:21:36.000000000
rev_05310,ord_07950,5,2025-09-07 19:12:00.000000000
rev_05311,ord_07951,3,2024-08-30 16:19:12.000000000
rev_05312,ord_07952,2,2024-09-24 21:50:24.000000000
rev_05313,ord_07953,4,2025-03-15 15:50:24.000000000
rev_05314,ord_07954,3,2024-07-28 00:57:36.000000000
rev_05315,ord_07955,1,2024-10-08 06:14:24.000000000
rev_05316,ord_07957,4,2024-11-09 01:26:24.000000000
rev_05317,ord_07960,3,2024-11-24 22:33:36.000000000
rev_05318,ord_07962,4,2025-12-09 12:28:48.000000000
rev_05319,ord_07963,3,2025-02-16 11:16:48.000000000
rev_05320,ord_07966,4,2024-08-07 18:43:12.000000000
rev_05321,ord_07967,3,2024-07-08 07:26:24.000000000
rev_05322,ord_07968,3,2024-06-08 07:26:24.000000000
rev_05323,ord_07969,2,2025-08-25 11:31:12.000000000
rev_05324,ord_07970,5,2024-09-10 21:36:00.000000000
rev_05325,ord_07971,5,2025-06-10 14:24:00.000000000
rev_05326,ord_07972,4,2025-03-12 22:48:00.000000000
rev_05327,ord_07973,5,2025-09-13 18:28:48.000000000
rev_05328,ord_07976,2,2024-10-06 03:36:00.000000000
rev_05329,ord_07977,2,2025-03-04 21:50:24.000000000
rev_05330,ord_07979,3,2025-07-08 14:24:00.000000000
rev_05331,ord_07981,4,2025-09-01 02:38:24.000000000
rev_05332,ord_07983,4,2024-03-02 09:07:12.000000000
rev_05333,ord_07984,5,2025-10-17 12:43:12.000000000
rev_05334,ord_07985,4,2025-03-14 22:04:48.000000000
rev_05335,ord_07987,2,2024-11-18 04:33:36.000000000
rev_05336,ord_07989,2,2024-10-05 12:00:00.000000000
rev_05337,ord_07991,5,2024-05-23 14:52:48.000000000
rev_05338,ord_07992,3,2025-07-24 20:09:36.000000000
rev_05339,ord_07994,5,2024-09-12 09:21:36.000000000
rev_05340,ord_07995,5,2024-10-14 05:31:12.000000000
rev_05341,ord_07997,4,2025-04-08 20:52:48.000000000
rev_05342,ord_07999,2,2025-06-11 16:48:00.000000000
rev_05343,ord_08000,3,2024-12-10 01:40:48.000000000
rev_05344,ord_08001,4,2025-01-27 03:21:36.000000000
rev_05345,ord_08003,3,2025-03-11 23:45:36.000000000
rev_05346,ord_08004,5,2025-10-13 09:50:24.000000000
rev_05347,ord_08006,4,2025-11-23 21:21:36.000000000
rev_05348,ord_08007,4,2024-05-26 02:24:00.000000000
rev_05349,ord_08008,3,2025-07-18 16:48:00.000000000
rev_05350,ord_08009,2,2025-07-02 04:19:12.000000000
rev_05351,ord_08010,1,2025-06-24 23:02:24.000000000
rev_05352,ord_08012,3,2024-02-09 07:26:24.000000000
rev_05353,ord_08015,3,2025-03-14 00:43:12.000000000
rev_05354,ord_08016,5,2024-03-01 04:19:12.000000000
rev_05355,ord_08017,4,2024-06-11 03:07:12.000000000
rev_05356,ord_08018,5,2025-11-12 00:43:12.000000000
rev_05357,ord_08019,4,2024-09-14 01:40:48.000000000
rev_05358,ord_08020,2,2024-11-13 08:24:00.000000000
rev_05359,ord_08021,4,2024-06-11 23:31:12.000000000
rev_05360,ord_08022,3,2025-05-25 20:09:36.000000000
rev_05361,ord_08023,4,2025-07-24 15:07:12.000000000
rev_05362,ord_08027,5,2024-03-15 00:43:12.000000000
rev_05363,ord_08029,4,2025-05-04 16:04:48.000000000
rev_05364,ord_08030,5,2025-12-15 10:19:12.000000000
rev_05365,ord_08031,4,2024-04-05 06:14:24.000000000
rev_05366,ord_08032,5,2024-11-07 00:14:24.000000000
rev_05367,ord_08034,4,2025-04-14 23:45:36.000000000
rev_05368,ord_08037,5,2024-08-08 18:28:48.000000000
rev_05369,ord_08038,5,2025-02-03 04:33:36.000000000
rev_05370,ord_08041,5,2024-05-31 02:38:24.000000000
rev_05371,ord_08042,5,2025-02-13 00:28:48.000000000
rev_05372,ord_08043,2,2025-12-20 08:24:00.000000000
rev_05373,ord_08044,4,2025-03-17 10:19:12.000000000
rev_05374,ord_08046,5,2025-11-28 23:16:48.000000000
rev_05375,ord_08047,2,2024-08-04 15:07:12.000000000
rev_05376,ord_08048,2,2025-08-09 15:50:24.000000000
rev_05377,ord_08049,2,2024-04-29 15:36:00.000000000
rev_05378,ord_08052,4,2024-11-12 18:43:12.000000000
rev_05379,ord_08053,5,2025-12-14 11:45:36.000000000
rev_05380,ord_08054,4,2025-04-13 17:45:36.000000000
rev_05381,ord_08056,4,2024-01-11 02:38:24.000000000
rev_05382,ord_08057,5,2024-01-13 21:36:00.000000000
rev_05383,ord_08060,3,2025-02-04 10:19:12.000000000
rev_05384,ord_08062,5,2025-08-03 08:24:00.000000000
rev_05385,ord_08064,4,2025-03-10 02:52:48.000000000
rev_05386,ord_08069,5,2025-09-19 05:02:24.000000000
rev_05387,ord_08070,3,2025-06-12 18:00:00.000000000
rev_05388,ord_08072,5,2024-12-28 16:48:00.000000000
rev_05389,ord_08073,5,2024-07-07 15:21:36.000000000
rev_05390,ord_08074,1,2025-04-15 12:00:00.000000000
rev_05391,ord_08076,5,2025-10-13 02:09:36.000000000
rev_05392,ord_08079,4,2025-07-31 10:33:36.000000000
rev_05393,ord_08082,4,2025-02-16 06:28:48.000000000
rev_05394,ord_08084,2,2025-06-09 18:00:00.000000000
rev_05395,ord_08085,3,2025-09-08 10:48:00.000000000
rev_05396,ord_08086,3,2025-12-31 01:55:12.000000000
rev_05397,ord_08088,5,2025-06-12 10:33:36.000000000
rev_05398,ord_08091,5,2024-07-27 08:24:00.000000000
rev_05399,ord_08094,4,2024-10-27 01:12:00.000000000
rev_05400,ord_08096,4,2025-05-08 22:19:12.000000000
rev_05401,ord_08098,2,2025-06-16 07:26:24.000000000
rev_05402,ord_08099,2,2024-06-22 11:16:48.000000000
rev_05403,ord_08101,4,2025-12-27 15:07:12.000000000
rev_05404,ord_08102,3,2024-02-15 22:19:12.000000000
rev_05405,ord_08104,5,2025-05-22 08:09:36.000000000
rev_05406,ord_08105,4,2024-10-29 07:12:00.000000000
rev_05407,ord_08106,5,2024-11-11 08:38:24.000000000
rev_05408,ord_08107,4,2025-07-14 20:52:48.000000000
rev_05409,ord_08111,4,2024-04-20 18:00:00.000000000
rev_05410,ord_08113,3,2024-07-18 16:33:35.999999999
rev_05411,ord_08114,4,2024-02-17 04:48:00.000000000
rev_05412,ord_08115,5,2025-12-25 13:40:47.999999999
rev_05413,ord_08119,3,2024-07-08 20:38:24.000000000
rev_05414,ord_08120,5,2025-06-18 17:45:36.000000000
rev_05415,ord_08121,5,2024-10-17 03:50:24.000000000
rev_05416,ord_08122,5,2025-11-15 19:12:00.000000000
rev_05417,ord_08123,5,2024-07-01 23:45:36.000000000
rev_05418,ord_08124,5,2024-10-15 11:45:36.000000000
rev_05419,ord_08125,4,2025-11-19 02:52:48.000000000
rev_05420,ord_08126,5,2025-10-28 12:14:24.000000000
rev_05421,ord_08127,4,2024-08-30 11:02:24.000000000
rev_05422,ord_08128,4,2025-02-12 15:21:36.000000000
rev_05423,ord_08130,5,2025-06-10 05:45:36.000000000
rev_05424,ord_08131,3,2025-05-27 23:16:48.000000000
rev_05425,ord_08133,4,2025-11-09 19:26:24.000000000
rev_05426,ord_08134,4,2025-02-28 08:24:00.000000000
rev_05427,ord_08135,4,2024-06-07 05:45:36.000000000
rev_05428,ord_08136,4,2025-01-18 04:04:48.000000000
rev_05429,ord_08137,1,2025-07-16 19:26:24.000000000
rev_05430,ord_08138,5,2025-02-07 06:14:24.000000000
rev_05431,ord_08140,4,2025-06-09 21:21:36.000000000
rev_05432,ord_08142,4,2025-12-19 22:04:48.000000000
rev_05433,ord_08144,4,2025-07-11 13:55:12.000000000
rev_05434,ord_08145,4,2025-03-27 17:31:12.000000000
rev_05435,ord_08146,4,2024-03-26 13:55:12.000000000
rev_05436,ord_08147,5,2025-01-27 07:55:12.000000000
rev_05437,ord_08148,4,2024-02-07 23:02:24.000000000
