product_id,product_category,list_price,product_weight_g,seller_id
prod_00562,fashion,240.39,672.0,sell_00119
prod_00563,books,433.48,683.0,sell_00142
prod_00564,fashion,334.27,566.0,sell_00034
prod_00565,books,260.97,629.0,sell_00092
prod_00566,toys,341.95,546.0,sell_00027
prod_00567,home_decor,592.26,921.0,sell_00002
prod_00568,toys,1034.3,1269.0,sell_00116
prod_00569,electronics,5994.25,1854.0,sell_00086
prod_00570,fashion,1000.52,598.0,sell_00046
prod_00571,electronics,3506.32,1877.0,sell_00009
prod_00572,electronics,5007.94,1603.0,sell_00170
prod_00573,electronics,7356.44,2029.0,sell_00148
prod_00574,electronics,6381.5,1932.0,sell_00168
prod_00575,toys,1159.14,474.0,sell_00020
prod_00576,beauty,936.45,871.0,sell_00002
prod_00577,furniture,8205.51,12006.0,sell_00039
prod_00578,beauty,246.2,309.0,sell_00018
prod_00579,sports,1323.31,705.0,sell_00082
prod_00580,electronics,6277.76,1871.0,sell_00116
prod_00581,beauty,509.76,888.0,sell_00035
prod_00582,fashion,693.97,849.0,sell_00071
prod_00583,grocery,358.54,567.0,sell_00097
prod_00584,grocery,647.71,458.0,sell_00057
prod_00585,electronics,5389.37,1801.0,sell_00082
prod_00586,sports,1798.23,709.0,sell_00106
prod_00587,sports,973.42,745.0,sell_00171
prod_00588,beauty,1004.63,690.0,sell_00055
prod_00589,electronics,8490.04,1773.0,sell_00015
prod_00590,sports,2307.61,899.0,sell_00156
prod_00591,toys,1328.34,398.0,sell_00103
prod_00592,home_decor,1190.6,1344.0,sell_00084
prod_00593,fashion,983.57,829.0,sell_00129
prod_00594,electronics,10389.97,1462.0,sell_00176
prod_00595,grocery,427.51,656.0,sell_00022
prod_00596,electronics,1451.27,2032.0,sell_00154
prod_00597,electronics,7534.72,1695.0,sell_00114
prod_00598,home_decor,1114.97,151.0,sell_00105
prod_00599,toys,1182.92,288.0,sell_00155
